Date,Rank,Title,Artist,Featured_Artists,Days_On_Chart,Peak_Position,Peak_Count,Daily_Streams,Streams_Change,Seven_Day_Streams,Seven_Day_Change,Total_Streams,Source
2025-10-31,2,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",7,3,1,137486,9747,767007,133598,767007,SPOTIFY
2025-10-31,3,Không Buông,Hngle,Ari,58,2,18,125202,570,900087,-1671,6227205,SPOTIFY
2025-10-31,4,In Love,Low G,JustaTee,8,2,2,124781,14923,739348,91715,789334,SPOTIFY
2025-10-31,7,Em,Binz,,4,10,1,89351,84373,241466,84373,241466,SPOTIFY
2025-10-31,8,Exit Sign,HIEUTHUHAI,marzuz,603,3,1,88788,-1407,637978,-1370,53721940,SPOTIFY
2025-10-31,9,Mo,Vũ Cát Tường,,1129,4,1,88523,85078,594868,5260,37336565,SPOTIFY
2025-10-31,10,Nắng có mang em về,Shartnuss,"Tr.D, Phankeo",623,4,1,87308,89923,593147,2630,26203747,SPOTIFY
2025-10-31,11,Âm Thầm Bên Em,Sơn Tùng M-TP,,1835,4,1,85403,83098,583429,12711,43789295,SPOTIFY
2025-10-31,12,Wrong Times,Puppy,Dangrangto,712,3,16,83359,-1916,563596,5261,48779724,SPOTIFY
2025-10-31,13,Chuyện Đôi Ta,Emcee L (Da LAB),Muộii (Starry Night),1428,2,7,82317,-9903,494996,-8408,67823531,SPOTIFY
2025-10-31,14,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",577,10,1,78630,66954,495913,1217,30427778,SPOTIFY
2025-10-31,15,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,88,8,1,77676,81931,559053,2036,5359771,SPOTIFY
2025-10-31,16,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",31,2,5,76738,3031,528265,-11879,3534865,SPOTIFY
2025-10-31,17,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",129,1,1,73569,2320,493002,-471,10899531,SPOTIFY
2025-10-31,18,Phép Màu,MAYDAYs,Minh Tốc & Lam,248,2,12,72912,92,562302,9394,22242992,SPOTIFY
2025-10-31,19,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,84,5,1,72665,71393,416736,23317,5453344,SPOTIFY
2025-10-31,20,Lý Do Nào Để Quay Lại Với Nhau,PAR SG,New$oulZ,386,8,1,72588,57779,430416,-5313,10920184,SPOTIFY
2025-10-31,21,vạn vật như muốn ta bên nhau,RIO,,202,4,1,72468,68299,519313,-2324,14270485,SPOTIFY
2025-10-31,22,Nói Dối,Ronboogz,,724,3,3,72122,3592,454481,-5251,27746159,SPOTIFY
2025-10-31,23,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,72,2,1,70778,-2490,540963,2435,6389149,SPOTIFY
2025-10-31,24,DANCING IN THE DARK,SOOBIN,,231,3,8,70597,2855,499934,2831,20782291,SPOTIFY
2025-10-31,25,Không Thời Gian,Dương Domic,,38,6,1,70415,79256,506168,-1813,2885140,SPOTIFY
2025-10-31,26,vết thương,Fishy,,165,10,1,69684,73240,502596,27,8594858,SPOTIFY
2025-10-31,27,giá như,SOOBIN,,567,9,1,67278,62006,396445,3560,26920422,SPOTIFY
2025-10-31,28,Bình Yên,Vũ.,Binz,427,3,5,66104,13155,507876,23306,38743112,SPOTIFY
2025-10-31,29,Từng Ngày Yêu Em,buitruonglinh,,298,8,1,65681,76624,484516,4140,19776288,SPOTIFY
2025-10-31,30,Mất Kết Nối,Dương Domic,,342,1,2,61814,4847,400992,-1540,41397006,SPOTIFY
2025-10-31,31,Ngày Này Năm Ấy,Việt Anh,,82,11,1,59590,63328,449879,2509,4774172,SPOTIFY
2025-10-31,32,Không Thể Say,HIEUTHUHAI,,925,7,1,58002,66725,481012,3892,56506278,SPOTIFY
2025-10-31,33,Có Em,Madihu,Low G,1273,2,1,57220,-8289,397966,-383,41835785,SPOTIFY
2025-10-31,34,TIẾC CHO EM,RHYDER,,13,7,1,55225,58717,404875,6919,794511,SPOTIFY
2025-10-31,35,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,10,34,1,54900,58112,335498,31235,411826,SPOTIFY
2025-10-31,36,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,838,3,1,54701,-5394,471801,3183,24129757,SPOTIFY
2025-10-31,38,một bài hát không vui mấy - Extended Version,T.R.I,"Dangrangto, Donal",298,17,1,54134,49197,387718,-7857,15634817,SPOTIFY
2025-10-31,39,Nơi Này Có Anh,Sơn Tùng M-TP,,2116,7,1,53872,53754,390019,1407,31744654,SPOTIFY
2025-10-31,40,nhắn nhủ,Ronboogz,,685,9,1,53498,50350,342332,-1832,36282397,SPOTIFY
2025-10-31,41,Love is,Dangrangto,,369,7,1,51822,54196,342306,9432,23239321,SPOTIFY
2025-10-31,42,tâm trí lang thang,Ánh Sáng AZA,Negav,148,7,1,51517,41537,298749,-1381,7146854,SPOTIFY
2025-10-31,43,Nếu Ngày Ấy,SOOBIN,,307,34,1,51176,52826,371883,6671,9456845,SPOTIFY
2025-10-31,44,10 Ngàn Năm,PC,,1233,25,1,51161,46906,341226,1337,32388072,SPOTIFY
2025-10-31,45,Giờ Thì,buitruonglinh,,318,10,1,50658,50852,367405,-3056,17505491,SPOTIFY
2025-10-31,46,Sau Cơn Mưa,CoolKid,RHYDER,788,7,1,50362,44085,290289,-8819,50610763,SPOTIFY
2025-10-31,47,Sinh Ra Đã Là Thứ Đối Lập Nhau,Emcee L,"Da LAB, Badbies",1504,16,1,50159,47506,361883,-2436,51913468,SPOTIFY
2025-10-31,48,Vì Anh Đâu Có Biết,Madihu,Vũ.,1183,2,10,49445,-1711,301142,-3306,56885476,SPOTIFY
2025-10-31,49,Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack,Nguyễn Hùng,,93,1,1,49442,874,340502,-1149,7389306,SPOTIFY
2025-10-31,50,PHÓNG ZÌN ZÌN,tlinh,Low G,406,4,1,49023,45807,339489,-6973,33540244,SPOTIFY
2025-10-31,52,Có Đôi Điều,Shiki,,303,9,1,48842,48223,362371,-5005,20399546,SPOTIFY
2025-10-31,53,Tháng Năm,SOOBIN,,1057,5,1,48788,46060,320263,-492,19427834,SPOTIFY
2025-10-31,55,2AM,JustaTee,BigDaddy,1265,14,1,48278,44207,327360,4629,35038756,SPOTIFY
2025-10-31,56,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,1228,1,6,48157,-5489,334747,-4184,57705616,SPOTIFY
2025-10-31,57,Kịch Bản,Táo,Hoàng Yến Chibi,4,58,1,47529,45202,157005,45202,157005,SPOTIFY
2025-10-31,58,Ghé Qua,PC,"Dick, tofutns",443,44,1,46660,44984,295211,9321,13254554,SPOTIFY
2025-10-31,60,Tràn Bộ Nhớ,Dương Domic,,341,5,1,45672,55836,367581,3653,22365747,SPOTIFY
2025-10-31,61,Lạ Lùng,Vũ.,,2736,12,1,45203,53583,345421,4380,39986648,SPOTIFY
2025-10-31,62,Bước Qua Mùa Cô Đơn,Vũ.,,1678,1,8,44848,-10284,320779,-9815,36715493,SPOTIFY
2025-10-31,63,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,509,1,20,44740,-1806,304652,487,49787793,SPOTIFY
2025-10-31,64,Bầu Trời Mới,Da LAB,Minh Tốc & Lam,392,6,1,44618,48566,329486,483,28247008,SPOTIFY
2025-10-31,65,Hà Nội,Obito,"Shiki, VSTRA",477,11,1,43676,38968,304140,-2897,22626380,SPOTIFY
2025-10-31,66,Love Game,Low G,tlinh,48,3,2,43421,567,359243,-12462,3126665,SPOTIFY
2025-10-31,67,1000 Ánh Mắt,Shiki,Obito,489,8,1,43252,45141,334397,2610,23722203,SPOTIFY
2025-10-31,68,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",17,21,1,43180,37558,262334,-5778,772634,SPOTIFY
2025-10-31,69,Không Yêu Em Thì Yêu Ai?,Vũ.,Low G,398,14,1,42320,56757,330852,8853,21197012,SPOTIFY
2025-10-31,70,Hẹn Gặp Em Dưới Ánh Trăng,MANBO,"HIEUTHUHAI, HURRYKNG",615,15,1,42256,39120,282636,-6483,28996447,SPOTIFY
2025-10-31,71,id 072019,W/N,,821,3,9,42193,-3533,336900,3512,44668674,SPOTIFY
2025-10-31,72,Hư không,Kha,,657,18,1,42082,38779,252668,7961,25696622,SPOTIFY
2025-10-31,73,Nhiều Hơn,Low G,,8,64,1,41276,44379,231296,18705,256970,SPOTIFY
2025-10-31,74,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,,1775,1,81,41086,2307,282785,-6620,57900662,SPOTIFY
2025-10-31,76,Thức Giấc,Da LAB,,1569,1,16,40591,-1410,296679,-4375,43646449,SPOTIFY
2025-10-31,77,Vai Lan Don Dua,SOOBIN,,1484,26,1,40534,35306,209694,6462,14502639,SPOTIFY
2025-10-31,78,Vet Mua,Vũ Cát Tường,,538,37,1,40237,46743,310138,2542,13531754,SPOTIFY
2025-10-31,79,Đường Tôi Chở Em Về,buitruonglinh,,1085,13,1,40088,39409,277488,-1669,18430696,SPOTIFY
2025-10-31,81,Xin Đừng Lặng Im,SOOBIN,,156,33,1,39709,37818,255238,980,5550654,SPOTIFY
2025-10-31,82,Panorama,Richie D. ICY,Obito,19,13,1,39557,44477,357317,-21893,1240891,SPOTIFY
2025-10-31,83,Thằng Điên,JustaTee,Phương Ly,1119,18,1,39289,47408,305267,5787,34156238,SPOTIFY
2025-10-31,84,Lễ Đường,Kai Đinh,,232,3,12,39042,-2949,253804,686,14625784,SPOTIFY
2025-10-31,85,Giá Mà Anh,CAPTAIN BOY,,6,69,1,39011,42165,198193,42165,198193,SPOTIFY
2025-10-31,86,Chịu Cách Mình Nói Thua,RHYDER,"Coolkid, BAN",708,4,1,38834,41626,281798,-1760,50708844,SPOTIFY
2025-10-31,88,Nếu Biết Đó Là Lần Cuối,Đức Trường,BMZ,70,73,1,38036,37839,222361,6291,1829175,SPOTIFY
2025-10-31,90,Vùng An Toàn,B Ray,V#,114,3,8,36253,-695,291295,-4463,7242520,SPOTIFY
2025-10-31,94,Dù Cho Mai Về Sau,buitruonglinh,,1667,9,1,35636,34899,258613,3197,32781432,SPOTIFY
2025-10-31,95,Em Không Cần,Hannie,,5,67,1,35458,42763,186965,42763,186965,SPOTIFY
2025-10-31,99,Sài Gòn Hôm Nay Mưa,JSOL,Hoàng Duyên,1614,2,7,34619,1541,271190,3966,46491296,SPOTIFY
2025-10-31,100,Love My Friend,Shayda,,13,53,1,34347,37348,294873,-9324,495406,SPOTIFY
2025-11-01,2,In Love,Low G,JustaTee,9,2,2,134446,-7429,794863,55515,923606,SPOTIFY
2025-11-01,3,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",8,2,1,128528,2847,818364,51357,903452,SPOTIFY
2025-11-01,4,Không Buông,Hngle,Ari,59,2,18,123113,3521,901073,986,6357100,SPOTIFY
2025-11-01,6,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,73,2,1,108667,417,543968,3005,6466768,SPOTIFY
2025-11-01,7,Không Thời Gian,Dương Domic,,39,6,1,97708,76606,505462,-706,2961746,SPOTIFY
2025-11-01,8,Nắng có mang em về,Shartnuss,"Tr.D, Phankeo",624,4,1,94391,91807,596575,3428,26295554,SPOTIFY
2025-11-01,9,Em,Binz,,5,6,1,88797,96635,338101,96635,338101,SPOTIFY
2025-11-01,10,Exit Sign,HIEUTHUHAI,marzuz,604,3,1,88764,2269,636479,-1499,53812867,SPOTIFY
2025-11-01,11,Wrong Times,Puppy,Dangrangto,713,3,16,83349,7773,573695,10099,48864520,SPOTIFY
2025-11-01,12,Âm Thầm Bên Em,Sơn Tùng M-TP,,1836,4,1,83091,82365,597041,13612,43871660,SPOTIFY
2025-11-01,13,Bình Yên,Vũ.,Binz,428,3,5,82154,-3319,525007,17131,38821765,SPOTIFY
2025-11-01,14,Lý Do Nào Để Quay Lại Với Nhau,PAR SG,New$oulZ,387,8,1,81381,65716,434900,4484,10985900,SPOTIFY
2025-11-01,15,Phép Màu,MAYDAYs,Minh Tốc & Lam,249,2,12,80703,-5442,561006,-1296,22315302,SPOTIFY
2025-11-01,16,Mo,Vũ Cát Tường,,1130,4,1,80563,86677,599493,4625,37423242,SPOTIFY
2025-11-01,17,Chuyện Đôi Ta,Emcee L (Da LAB),Muộii (Starry Night,1429,2,7,78970,5452,502548,7552,67893257,SPOTIFY
2025-11-01,18,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,89,8,1,77995,77601,553147,-5906,5437372,SPOTIFY
2025-11-01,19,Từng Ngày Yêu Em,buitruonglinh,,299,8,1,74028,70869,482596,-1920,19847157,SPOTIFY
2025-11-01,20,DANCING IN THE DARK,SOOBIN,,232,3,8,72920,-2254,498548,-1386,20851494,SPOTIFY
2025-11-01,21,vạn vật như muốn ta bên nhau,RIO,,203,4,1,71828,70115,507732,-11581,14340600,SPOTIFY
2025-11-01,22,Vì Anh Đâu Có Biết,Madihu,Vũ.,1184,2,10,70441,3241,301067,-75,56925245,SPOTIFY
2025-11-01,23,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",578,10,1,70336,68670,496139,226,30496448,SPOTIFY
2025-11-01,24,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,85,5,1,69132,70810,442513,25777,5524154,SPOTIFY
2025-11-01,25,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",130,1,1,69052,3428,493614,612,10975436,SPOTIFY
2025-11-01,26,vết thương,Fishy,,166,10,1,68457,71302,503359,763,8666160,SPOTIFY
2025-11-01,27,Nói Dối,Ronboogz,,725,3,3,66451,12266,464169,9688,27818926,SPOTIFY
2025-11-01,28,Không Thể Say,HIEUTHUHAI,,926,7,1,65249,68167,483027,2015,56574445,SPOTIFY
2025-11-01,29,Mất Kết Nối,Dương Domic,,343,1,2,63817,8398,407895,6903,41459565,SPOTIFY
2025-11-01,30,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",32,2,5,60761,4401,508799,-19466,3605840,SPOTIFY
2025-11-01,31,Nơi Này Có Anh,Sơn Tùng M-TP,,2117,7,1,60568,47419,383181,-6838,31792073,SPOTIFY
2025-11-01,32,Ngày Này Năm Ấy,Việt Anh,,83,11,1,58207,59482,446260,-3619,4833654,SPOTIFY
2025-11-01,33,nhắn nhủ,Ronboogz,,686,9,1,57665,50856,345827,3495,36333253,SPOTIFY
2025-11-01,34,ANH LÀ THẰNG TỒI,Phùng Khánh Linh,,11,34,1,56708,57960,361116,25618,469786,SPOTIFY
2025-11-01,35,Tràn Bộ Nhớ,Dương Domic,,342,5,1,55559,46334,366028,-1553,22412081,SPOTIFY
2025-11-01,36,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,839,3,1,55094,318,477508,5707,24193635,SPOTIFY
2025-11-01,37,giá như,SOOBIN,,568,9,1,54832,65195,403459,7014,26985617,SPOTIFY
2025-11-01,38,Kịch Bản,Táo,Hoàng Yến Chibi,5,56,1,54091,48200,205205,48200,205205,SPOTIFY
2025-11-01,39,Love is,Dangrangto,,370,7,1,54023,52027,345980,3674,23291348,SPOTIFY
2025-11-01,40,Thức Giấc,Da LAB,,1570,1,16,53516,-3244,284188,-12491,43682234,SPOTIFY
2025-11-01,41,TIẾC CHO EM,RHYDER,,14,7,1,52771,50553,391218,-13657,845064,SPOTIFY
2025-11-01,42,Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack,Nguyễn Hùng,,94,1,1,52722,3535,342578,2076,7439384,SPOTIFY
2025-11-01,44,một bài hát không vui mấy - Extended Version,T.R.I,"Dangrangto, Donal",299,17,1,51358,60445,395307,7589,15695262,SPOTIFY
2025-11-01,45,Có Em,Madihu,Low G,1274,2,1,51267,-1896,396634,-1332,41883711,SPOTIFY
2025-11-01,46,10 Ngàn Năm,PC,,1234,25,1,50900,52031,348673,7447,32440103,SPOTIFY
2025-11-01,48,Giờ Thì,buitruonglinh,,319,10,1,50298,46437,357577,-9828,17551928,SPOTIFY
2025-11-01,49,Có Đôi Điều,Shiki,,304,9,1,50143,51463,360190,-2181,20451009,SPOTIFY
2025-11-01,50,Hà Nội,Obito,"Shiki, VSTRA",478,11,1,49607,40145,303716,-424,22666525,SPOTIFY
2025-11-01,51,2AM,JustaTee,BigDaddy,1266,14,1,48990,47142,333304,5944,35085898,SPOTIFY
2025-11-01,52,Không Yêu Em Thì Yêu Ai?,Vũ.,Low G,399,14,1,48529,48237,333703,2851,21245249,SPOTIFY
2025-11-01,53,Nếu Ngày Ấy,SOOBIN,,308,34,1,48300,50287,371053,-830,9507132,SPOTIFY
2025-11-01,54,vaicaunoicokhiennguoithaydoi,GREY D,tlinh,1229,1,6,47632,7072,341845,7098,57755318,SPOTIFY
2025-11-01,55,Lạ Lùng,Vũ.,,2737,12,1,47535,48481,344170,-1251,40035129,SPOTIFY
2025-11-01,57,Sinh Ra Đã Là Thứ Đối Lập Nhau,Emcee L,"Da LAB, Badbies",1505,16,1,47262,50447,360466,-1417,51963915,SPOTIFY
2025-11-01,58,PHÓNG ZÌN ZÌN,tlinh,Low G,407,4,1,47051,51562,341274,1785,33591806,SPOTIFY
2025-11-01,59,tâm trí lang thang,Ánh Sáng AZA,Negav,149,7,1,47027,48245,307943,9194,7195099,SPOTIFY
2025-11-01,60,Tháng Năm,SOOBIN,,1058,5,1,46463,48781,319479,-784,19476615,SPOTIFY
2025-11-01,61,Chịu Cách Mình Nói Thua,RHYDER,"Coolkid, BAN",709,4,1,46078,37138,277161,-4637,50745982,SPOTIFY
2025-11-01,62,Love Game,Low G,tlinh,49,3,2,44580,1836,347571,-11672,3174141,SPOTIFY
2025-11-01,64,Vet Mua,Vũ Cát Tường,,539,37,1,43883,46602,317707,7569,13578356,SPOTIFY
2025-11-01,65,id 072019,W/N,,822,3,9,43788,4973,337666,766,44719027,SPOTIFY
2025-11-01,66,Bầu Trời Mới,Da LAB,Minh Tốc & Lam,393,6,1,43397,48242,336987,7501,28295250,SPOTIFY
2025-11-01,67,Đừng Làm Trái Tim Anh Đau,Sơn Tùng M-TP,,510,1,20,43162,486,302988,-1664,49829065,SPOTIFY
2025-11-01,68,Nắng Ấm Trong Tim,Duongg,Dadeon,4,73,1,43020,40952,124471,40952,124471,SPOTIFY
2025-11-01,69,1000 Ánh Mắt,Shiki,Obito,490,8,1,42907,50308,336410,2013,23772511,SPOTIFY
2025-11-01,70,ĐỢI,52Hz,"WEAN, RIO",466,40,1,42706,41393,253934,9490,15057097,SPOTIFY
2025-11-01,71,Đường Tôi Chở Em Về,buitruonglinh,,1086,13,1,42643,40402,274314,-3174,18471098,SPOTIFY
2025-11-01,72,Bước Qua Mùa Cô Đơn,Vũ.,,1679,1,8,42546,-2918,314536,-6243,36757079,SPOTIFY
2025-11-01,73,tình yêu chậm trễ,MONSTAR,,1037,39,1,42241,41278,275673,-561,28804253,SPOTIFY
2025-11-01,74,Sau Cơn Mưa,CoolKid,RHYDER,789,7,1,42167,52476,295929,5640,50663239,SPOTIFY
2025-11-01,75,Giá Mà Anh,CAPTAIN BOY,,7,69,1,42147,37676,235869,37676,235869,SPOTIFY
2025-11-01,76,Thằng Điên,JustaTee,Phương Ly,1120,18,1,41049,43832,307432,2165,34200070,SPOTIFY
2025-11-01,77,Vùng An Toàn,B Ray,V#,115,3,8,40332,2599,292206,911,7285015,SPOTIFY
2025-11-01,79,Nếu Biết Đó Là Lần Cuối,Đức Trường,BMZ,71,73,1,39684,40394,228322,5961,1869569,SPOTIFY
2025-11-01,80,Hẹn Gặp Em Dưới Ánh Trăng,MANBO,"HIEUTHUHAI, HURRYKNG",616,15,1,39463,45059,282299,-337,29041506,SPOTIFY
2025-11-01,81,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,,1776,1,81,38993,-328,273822,-8963,57937922,SPOTIFY
2025-11-01,83,Panorama,Richie D. ICY,Obito,20,13,1,38202,40607,336838,-20479,1281498,SPOTIFY
2025-11-01,84,Vai Lan Don Dua,SOOBIN,,1485,26,1,0,39033,221063,11369,14541672,SPOTIFY
2025-11-01,86,Xin Đừng Lặng Im,SOOBIN,,157,33,1,37698,37006,254749,-489,5587660,SPOTIFY
2025-11-01,87,Lễ Đường,Kai Đinh,,233,3,12,37584,705,256427,2623,14663198,SPOTIFY
2025-11-01,89,E Là Không Thể,Anh Quân Idol,,132,57,1,36776,38984,282079,6140,3966682,SPOTIFY
2025-11-01,90,Đã Lỡ Yêu Em Nhiều,JustaTee,,943,70,1,36399,35764,251771,-2361,15456287,SPOTIFY
2025-11-01,92,Love My Friend,Shayda,,14,53,1,35944,35628,284038,-10835,531034,SPOTIFY
2025-11-01,95,Nếu Những Tiếc Nuối,Vũ.,,190,34,1,35769,35032,252400,2520,6878317,SPOTIFY
2025-11-01,96,Ngày Mai Em Đi,Lê Hiếu,"SOOBIN, Touliver",1661,2,5,35651,0,146611,2467,15857549,SPOTIFY
2025-11-01,97,dự báo thời tiết hôm nay mưa,GREY D,,1073,5,1,35084,36836,262543,-4275,35187937,SPOTIFY
2025-11-01,98,Anh Muốn Nhìn Thấy Em,The Wind,Dangrangto,320,51,1,34588,34975,230930,1974,10102560,SPOTIFY
2025-11-01,99,Người Bình Thường,Vũ Cát Tường,,235,43,1,34542,37402,251554,2929,6993067,SPOTIFY
2025-11-03,2,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",10,2,2,151267,-8958,879022,35682,1169466,SPOTIFY
2025-11-03,3,In Love,Low G,JustaTee,11,2,3,140598,9665,863401,50814,1182833,SPOTIFY
2025-11-03,4,Không Buông,Hngle,Ari,61,2,18,126663,-2089,893430,-6483,6605415,SPOTIFY
2025-11-03,6,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,75,2,1,116042,37889,567475,29669,6646213,SPOTIFY
2025-11-03,6,Người Đầu Tiên,Juky San,buitruonglinh,2,88,1,116042,37525,72737,37525,72737,SPOTIFY
2025-11-03,7,Em,Binz,,7,6,1,105354,88797,516249,88797,516249,SPOTIFY
2025-11-03,8,Không Thời Gian,Dương Domic,,41,6,1,95679,97708,536850,32320,3129869,SPOTIFY
2025-11-03,9,Wrong Times,Puppy,Dangrangto,715,3,16,94803,-10,573352,-3746,49031228,SPOTIFY
2025-11-03,10,Từng Ngày Yêu Em,buitruonglinh,,301,8,1,90881,74028,493322,13575,19986866,SPOTIFY
2025-11-03,11,Nắng có mang em về,Shartnuss,"Tr.D, Phankeo",626,4,1,84027,94391,610619,-1245,26477253,SPOTIFY
2025-11-03,12,Âm Thầm Bên Em,Sơn Tùng M-TP,,1838,4,1,82240,83091,593391,-11592,44040154,SPOTIFY
2025-11-03,13,Phép Màu,MAYDAYs,Minh Tốc & Lam,251,2,12,81176,7791,552594,-4315,22468917,SPOTIFY
2025-11-03,14,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",34,2,5,80728,-15977,478353,-19305,3743339,SPOTIFY
2025-11-03,15,Chuyện Đôi Ta,Emcee L (Da LAB),Muộii (Starry Night,1431,2,7,79059,-3347,518313,-5860,68054544,SPOTIFY
2025-11-03,16,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,91,8,1,78019,77995,544878,-2530,5593043,SPOTIFY
2025-11-03,17,Mo,Vũ Cát Tường,,1132,4,1,78013,80563,595443,-7029,37592328,SPOTIFY
2025-11-03,18,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều",132,1,1,73434,-4517,499619,4438,11118057,SPOTIFY
2025-11-03,19,Exit Sign,HIEUTHUHAI,marzuz,606,3,1,73310,-24,627487,-2032,53990419,SPOTIFY
2025-11-03,20,vết thương,Fishy,,168,10,1,72445,68457,492349,-7477,8804301,SPOTIFY
2025-11-03,21,vạn vật như muốn ta bên nhau,RIO,,205,4,1,71952,71828,496798,-5771,14484896,SPOTIFY
2025-11-03,22,DANCING IN THE DARK,SOOBIN,,234,3,8,68359,2323,498661,2921,20995011,SPOTIFY
2025-11-03,23,Lý Do Nào Để Quay Lại Với Nhau,PAR SG,New$oulZ,389,8,1,66341,81381,457160,16792,11139869,SPOTIFY
2025-11-03,24,Nói Dối,Ronboogz,,727,3,3,66189,-5671,460256,-6516,27957499,SPOTIFY
2025-11-03,25,Bình Yên,Vũ.,Binz,430,3,5,66120,16050,515558,6219,38970023,SPOTIFY
2025-11-03,26,Không Thể Say,HIEUTHUHAI,,928,7,1,65817,65249,467256,-5285,56697696,SPOTIFY
2025-11-03,27,Có Em,Madihu,Low G,1276,2,1,64912,-5953,384689,-9081,41992198,SPOTIFY
