Title,Artist,Appearance_Count,Platform_Count,Platforms,Date_Count,First_Seen,Last_Seen,Best_Rank,Avg_Rank,Best_Platform,Total_Hit_Score,Avg_Hit_Score,Spotify_Peak_Position,Spotify_Total_Streams,Spotify_Days_On_Chart,Spotify_Peak_Count,AppleMusic_Peak_Position,AppleMusic_Days_On_Chart,AppleMusic_Peak_Count,ZingMP3_Total_Plays,ZingMP3_Total_Likes,NCT_Total_Likes,YouTube_Total_Views,YouTube_Total_Likes,Duration,Spotify_URL,ZingMP3_URL,NCT_URL,YouTube_URL
Yêu Thật Lòng Đâu Dễ Quên,The Men,14,1,ZINGMP3,13,2025-10-31,2025-11-13,84,94.5,ZINGMP3,81.9,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,10000.0,0.0,0,0,04:49,,https://zingmp3.vn/bai-hat/Yeu-That-Long-Dau-De-Quen-The-Men/Z88OBWFO.html,,
Quên Rồi Khổ Đau Năm Ấy,Vicky Nhung,6,1,ZINGMP3,6,2025-10-31,2025-11-05,81,86.33333333333333,ZINGMP3,79.2,13.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,11000.0,0.0,0,0,04:58,,https://zingmp3.vn/bai-hat/Quen-Roi-Kho-Dau-Nam-Ay-Vicky-Nhung-Dong-Thien-Duc/Z8UW8ZZA.html,,
NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,"ANH TRAI ""SAY HI""",1,1,NCT,1,2025-10-31,2025-10-31,8,8.0,NCT,79.05,79.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66110.0,0,0,5:16,,,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ,
Chìm Sâu,RPT MCK,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,87,90.875,APPLE_MUSIC,76.94999999999999,9.618749999999999,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Đại Dương,Pháp Kiều,1,1,ZINGMP3,1,2025-11-13,2025-11-13,17,17.0,ZINGMP3,75.60000000000001,75.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35000.0,0.0,0,0,03:39,,https://zingmp3.vn/bai-hat/Dai-Duong-Phap-Kieu/Z8A6WD9Z.html,,
Vài Lần Đón Đưa,SOOBIN,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,86,91.125,APPLE_MUSIC,75.05,9.38125,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
GÃ SĂN CÁ,Lâm Bảo Ngọc,4,1,APPLE_MUSIC,4,2025-11-07,2025-11-11,80,81.25,APPLE_MUSIC,75.05,18.7625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Cứ Khóc Hết Đi Em,Cao Thái Sơn,5,1,ZINGMP3,5,2025-11-03,2025-11-09,78,85.4,ZINGMP3,70.2,14.040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821000.0,7000.0,0.0,0,0,04:48,,https://zingmp3.vn/bai-hat/Cu-Khoc-Het-Di-Em-Cao-Thai-Son/Z86CBFZU.html,,
ILYSMBIHTLYG (interlude),MIN,3,1,APPLE_MUSIC,3,2025-11-05,2025-11-07,64,77.33333333333333,APPLE_MUSIC,67.45,22.483333333333334,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
CỨ ĐỔ TẠI CƠN MƯA (Solo & Piano),EM XINH SAY HI,7,1,ZINGMP3,7,2025-10-31,2025-11-13,84,90.71428571428571,ZINGMP3,64.8,9.257142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262000.0,1000.0,0.0,0,0,03:05,,https://zingmp3.vn/bai-hat/CU-DO-TAI-CON-MUA-Solo-Piano-EM-XINH-SAY-HI-Orange/Z89IIBCZ.html,,
Chim Hót Bên Trong Lâu Đài,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,32,32.0,ZINGMP3,62.1,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4000.0,0.0,0,0,03:27,,https://zingmp3.vn/bai-hat/Chim-Hot-Ben-Trong-Lau-Dai-LyHan/Z8A98ZFE.html,,
Bóng Tối Yêu Đời,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,35,35.0,ZINGMP3,59.4,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0,0.0,0,0,03:31,,https://zingmp3.vn/bai-hat/Bong-Toi-Yeu-Doi-LyHan/Z8A98ZFF.html,,
Một Mình Ở Đây,Bùi Lan Hương,5,1,ZINGMP3,5,2025-11-02,2025-11-06,84,88.0,ZINGMP3,58.5,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000.0,2000.0,0.0,0,0,04:00,,https://zingmp3.vn/bai-hat/Mot-Minh-O-Day-Bui-Lan-Huong/Z869ODZD.html,,
Đừng yêu một người như (Rock Version),Du Uyên,2,1,ZINGMP3,1,2025-11-07,2025-11-07,56,68.5,ZINGMP3,58.5,29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4000.0,0.0,0,0,02:17,,https://zingmp3.vn/bai-hat/Dung-yeu-mot-nguoi-nhu-Rock-Version-Du-Uyen/Z8AZFDUO.html,,
Đại Khải Hoàn,The Flob,1,1,ZINGMP3,1,2025-11-08,2025-11-08,36,36.0,ZINGMP3,58.5,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8000.0,0.0,0,0,04:19,,https://zingmp3.vn/bai-hat/Dai-Khai-Hoan-The-Flob-CHIN/Z8AU90IF.html,,
Có Còn Yêu Em,Nguyễn Kiều Oanh,12,1,ZINGMP3,11,2025-10-31,2025-11-11,89,95.66666666666667,ZINGMP3,57.599999999999994,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963000.0,12000.0,0.0,0,0,05:47,,https://zingmp3.vn/bai-hat/Co-Con-Yeu-Em-Nguyen-Kieu-Oanh/Z88OUE8D.html,,
Vật Đổi Sao Dời,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,38,38.0,ZINGMP3,56.7,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3000.0,0.0,0,0,03:49,,https://zingmp3.vn/bai-hat/Vat-Doi-Sao-Doi-LyHan/Z8A9860W.html,,
Thích Quá Rùi Nà,tlinh,4,1,SPOTIFY,4,2025-11-05,2025-11-10,71,87.0,SPOTIFY,56.0,14.0,30.0,40004963.0,1879.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Nghe Như Tình Yêu,HIEUTHUHAI,3,1,SPOTIFY,3,2025-11-05,2025-11-08,75,82.33333333333333,SPOTIFY,56.0,18.666666666666668,30.0,39104108.0,1511.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Rơi Tự Do,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,39,39.0,ZINGMP3,55.800000000000004,55.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5000.0,0.0,0,0,03:22,,https://zingmp3.vn/bai-hat/Roi-Tu-Do-LyHan/Z8A9860I.html,,
Mùa Mưa Ấy,Vũ.,6,1,APPLE_MUSIC,6,2025-11-07,2025-11-12,87,91.33333333333333,APPLE_MUSIC,55.099999999999994,9.183333333333332,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Mộng Tình Si,Đan Trường,1,1,ZINGMP3,1,2025-11-10,2025-11-10,43,43.0,ZINGMP3,52.2,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,1000.0,0.0,0,0,06:25,,https://zingmp3.vn/bai-hat/Mong-Tinh-Si-Dan-Truong-Hoa-Minzy-Le-Thanh-Trung/Z8A8AWID.html,,
E Là Không Thể,Anh Quân Idol,3,1,SPOTIFY,3,2025-11-01,2025-11-04,70,84.33333333333333,SPOTIFY,50.0,16.666666666666668,51.0,4167913.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Anh Đã Ổn Hơn,RPT MCK,7,1,APPLE_MUSIC,7,2025-11-05,2025-11-12,84,93.57142857142857,APPLE_MUSIC,49.400000000000006,7.057142857142858,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Simp Gái 808,Low G,2,1,SPOTIFY,2,2025-11-05,2025-11-11,69,76.5,SPOTIFY,49.0,24.5,7.0,35207783.0,751.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Vũ Trụ Song Song,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,47,47.0,ZINGMP3,48.6,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3000.0,0.0,0,0,03:17,,https://zingmp3.vn/bai-hat/Vu-Tru-Song-Song-LyHan/Z8A9860O.html,,
"Thật Không Giống Ai (From EP ""Thà Cô Đơn"")",Vicky Nhung,1,1,ZINGMP3,1,2025-11-13,2025-11-13,50,50.0,ZINGMP3,45.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0,1000.0,0.0,0,0,04:07,,https://zingmp3.vn/bai-hat/That-Khong-Giong-Ai-From-EP-Tha-Co-Don-Vicky-Nhung/Z8A6IOWO.html,,
Pin Dự Phòng,Dương Domic,2,1,APPLE_MUSIC,2,2025-11-11,2025-11-12,62,77.0,APPLE_MUSIC,45.599999999999994,22.799999999999997,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Giá Mà Anh,CAPTAIN BOY,3,1,SPOTIFY,3,2025-10-31,2025-11-04,75,86.33333333333333,SPOTIFY,44.0,14.666666666666666,69.0,416932.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Kho Báu,TRONG,5,1,SPOTIFY,5,2025-11-04,2025-11-10,82,92.8,SPOTIFY,41.0,8.2,3.0,5768125.0,88.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Vai Lan Don Dua,SOOBIN,2,1,SPOTIFY,2,2025-10-31,2025-11-01,77,80.5,SPOTIFY,41.0,20.5,26.0,14541672.0,1485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Tình Nhân Ơi,Orange,7,1,APPLE_MUSIC,7,2025-11-05,2025-11-12,93,95.0,APPLE_MUSIC,39.9,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Thời Thế Thế Thời (Rock Version),Nguyễn Vĩ,2,1,ZINGMP3,1,2025-11-07,2025-11-07,68,79.5,ZINGMP3,38.7,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,0.0,0,0,03:22,,https://zingmp3.vn/bai-hat/Thoi-The-The-Thoi-Rock-Version-Nguyen-Vi/Z8AO99A8.html,,
Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,3,1,SPOTIFY,3,2025-11-07,2025-11-09,82,89.33333333333333,SPOTIFY,35.0,11.666666666666666,1.0,49244172.0,1656.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Nhiều Chuyện,The Flob,1,1,ZINGMP3,1,2025-11-08,2025-11-08,63,63.0,ZINGMP3,34.2,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16000.0,0.0,0,0,04:33,,https://zingmp3.vn/bai-hat/Nhieu-Chuyen-The-Flob/Z8A0ZOZE.html,,
Nhói Lòng Thuyền Hoa (Rock Version),TLong,2,1,ZINGMP3,1,2025-11-07,2025-11-07,70,82.5,ZINGMP3,33.300000000000004,16.650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,0.0,0,0,04:37,,https://zingmp3.vn/bai-hat/Nhoi-Long-Thuyen-Hoa-Rock-Version-TLong-LKT-Media/Z8AOODZ0.html,,
Mảnh Tình Sai Đôi,Yến Nhi,2,1,ZINGMP3,2,2025-11-08,2025-11-10,81,83.5,ZINGMP3,31.5,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174000.0,4000.0,0.0,0,0,04:36,,https://zingmp3.vn/bai-hat/Manh-Tinh-Sai-Doi-Yen-Nhi/Z8998ZI0.html,,
Cơn Mưa Cuối,JustaTee,2,1,SPOTIFY,2,2025-11-09,2025-11-10,83,85.5,SPOTIFY,31.0,15.5,83.0,355886.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Nỗi Nhớ Không Tên,Will,1,1,ZINGMP3,1,2025-11-12,2025-11-12,67,67.0,ZINGMP3,30.6,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183000.0,2000.0,0.0,0,0,02:48,,https://zingmp3.vn/bai-hat/Noi-Nho-Khong-Ten-Will-Myra-Tran/Z89I8I9O.html,,
Bông Hoa Đẹp Nhất,Quân A.P,2,1,SPOTIFY,2,2025-11-07,2025-11-11,85,86.0,SPOTIFY,30.0,15.0,31.0,6154974.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Thả Anh Ra,Quang Hùng MasterD,10,1,ZINGMP3,9,2025-11-01,2025-11-12,95,97.7,ZINGMP3,29.7,2.9699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,43000.0,0.0,0,0,03:45,,https://zingmp3.vn/bai-hat/Tha-Anh-Ra-Quang-Hung-MasterD-Hino/Z88IAOBO.html,,
Chúc Phúc,PiaLinh,1,1,ZINGMP3,1,2025-11-08,2025-11-08,68,68.0,ZINGMP3,29.7,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21000.0,0.0,0,0,03:52,,https://zingmp3.vn/bai-hat/Chuc-Phuc-PiaLinh/Z89D0FZU.html,,
Em Còn Nhớ Anh Không - Remastered,Hoàng Tôn,2,1,SPOTIFY,2,2025-11-10,2025-11-11,82,86.5,SPOTIFY,29.0,14.5,58.0,6119864.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
bao tiền một mớ bình yên?,14 Casper,2,1,SPOTIFY,2,2025-11-06,2025-11-11,85,86.5,SPOTIFY,29.0,14.5,7.0,42988482.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Em Cưới Rồi À,Thanh Hưng,5,1,ZINGMP3,5,2025-11-02,2025-11-13,89,94.6,ZINGMP3,28.8,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14900000.0,210000.0,0.0,0,0,05:05,,https://zingmp3.vn/bai-hat/Em-Cuoi-Roi-A-Thanh-Hung/Z8WIZ9FF.html,,
Trọn Vẹn Chính Mình,Hương Giang,1,1,ZINGMP3,1,2025-11-08,2025-11-08,69,69.0,ZINGMP3,28.8,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34000.0,0.0,0,0,04:52,,https://zingmp3.vn/bai-hat/Tron-Ven-Chinh-Minh-Huong-Giang-Nguyen-Van-Chung/Z8A6I09I.html,,
Dù Cho Mai Về Sau,buitruonglinh,4,1,SPOTIFY,4,2025-10-31,2025-11-09,90,94.25,SPOTIFY,27.0,6.75,9.0,33158072.0,1678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Ôm Lấy Trái Tim,Kairon,2,1,ZINGMP3,1,2025-11-07,2025-11-07,84,86.0,ZINGMP3,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,27000.0,0.0,0,0,03:15,,https://zingmp3.vn/bai-hat/Om-Lay-Trai-Tim-Kairon/Z8Z8A07D.html,,
EM ĐÃ CHỜ ANH BAO LÂU,ANH TRAI SAY HI,1,1,ZINGMP3,1,2025-11-10,2025-11-10,72,72.0,ZINGMP3,26.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000.0,2000.0,0.0,0,0,05:18,,https://zingmp3.vn/bai-hat/EM-DA-CHO-ANH-BAO-LAU-ANH-TRAI-SAY-HI-Phuc-Du-OgeNus-Bui-Duy-Ngoc-RIO-Otis-52Hz/Z8AZU6IE.html,,
SAD Nhân,STRONG,2,1,ZINGMP3,2,2025-10-31,2025-11-01,82,87.0,ZINGMP3,25.200000000000003,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,1000.0,0.0,0,0,03:24,,https://zingmp3.vn/bai-hat/SAD-Nhan-S-TRONG/Z88FC96W.html,,
Cưa Em Bốn Mùa,NB3 Hoài Bảo,1,1,ZINGMP3,1,2025-11-08,2025-11-08,77,77.0,ZINGMP3,21.6,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,4000.0,0.0,0,0,04:28,,https://zingmp3.vn/bai-hat/Cua-Em-Bon-Mua-NB3-Hoai-Bao-CT/Z8AWACBZ.html,,
Nhà Tôi Có Treo Một Lá Cờ,DTAP,5,1,ZINGMP3,4,2025-11-07,2025-11-10,95,96.2,ZINGMP3,21.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,20000.0,0.0,0,0,03:42,,https://zingmp3.vn/bai-hat/Nha-Toi-Co-Treo-Mot-La-Co-DTAP-Ha-Anh-Tuan/Z88WEAF6.html,,
Vực Thẳm Của Bình Yên,Jack - J97,2,1,ZINGMP3,2,2025-11-09,2025-11-11,80,89.5,ZINGMP3,20.700000000000003,10.350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600000.0,34000.0,0.0,0,0,04:40,,https://zingmp3.vn/bai-hat/Vuc-Tham-Cua-Binh-Yen-Jack-J97/Z86AUOW8.html,,
Buồn Thật Đấy,Sofia,1,1,ZINGMP3,1,2025-11-12,2025-11-12,78,78.0,ZINGMP3,20.7,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134000.0,2000.0,0.0,0,0,04:29,,https://zingmp3.vn/bai-hat/Buon-That-Day-Sofia-Nguyen-Thuong/Z8966B9D.html,,
CHÍ PHÈO,Đinh Tiến Đạt Mr Dee,1,1,ZINGMP3,1,2025-11-07,2025-11-07,79,79.0,ZINGMP3,19.8,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0,04:02,,https://zingmp3.vn/bai-hat/CHI-PHEO-Dinh-Tien-Dat-Mr-Dee-MONOCYCLE/Z89D0F7F.html,,
Peace N' Love,Low G,1,1,ZINGMP3,1,2025-10-31,2025-10-31,79,79.0,ZINGMP3,19.8,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64000.0,0.0,0,0,03:36,,https://zingmp3.vn/bai-hat/Peace-N-Love-Low-G-My-Anh/Z89EBCCE.html,,
Thanh Xuân Là Anh,2T,2,1,ZINGMP3,1,2025-11-07,2025-11-07,87,90.0,ZINGMP3,19.8,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68000.0,0.0,0,0,04:34,,https://zingmp3.vn/bai-hat/Thanh-Xuan-La-Anh-2T-N-Dien-ShenlongZ/Z87EDAB9.html,,
Golden,HUNTR/X,1,1,APPLE_MUSIC,1,2025-11-07,2025-11-07,82,82.0,APPLE_MUSIC,18.05,18.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Thời Thế Thế Thời,Nguyễn Vĩ,3,1,ZINGMP3,3,2025-11-06,2025-11-12,90,94.66666666666667,ZINGMP3,17.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14800000.0,220000.0,0.0,0,0,03:46,,https://zingmp3.vn/bai-hat/Thoi-The-The-Thoi-Nguyen-Vi/Z8WIZC8I.html,,
Từng Là,Vũ Cát Tường,1,1,SPOTIFY,1,2025-11-07,2025-11-07,84,84.0,SPOTIFY,17.0,17.0,2.0,36412234.0,617.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Text 07,W/N,1,1,ZINGMP3,1,2025-11-13,2025-11-13,83,83.0,ZINGMP3,16.2,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0,04:19,,https://zingmp3.vn/bai-hat/Text-07-W-N-267/Z879F9CC.html,,
Chỉ Anh Làm Em Khóc,Đàm Vĩnh Hưng,1,1,ZINGMP3,1,2025-11-10,2025-11-10,83,83.0,ZINGMP3,16.2,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288000.0,3000.0,0.0,0,0,04:08,,https://zingmp3.vn/bai-hat/Chi-Anh-Lam-Em-Khoc-Dam-Vinh-Hung-Tran-Manh-Cuong/Z8966C6W.html,,
Missing You,Phương Ly,3,1,APPLE_MUSIC,3,2025-11-10,2025-11-12,93,95.33333333333333,APPLE_MUSIC,16.15,5.383333333333333,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Khi Em Lớn,Orange,2,1,SPOTIFY,2,2025-11-04,2025-11-11,93,93.0,SPOTIFY,16.0,8.0,3.0,24984814.0,1416.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Cho Tôi Lang Thang,Ngọt,2,1,SPOTIFY,2,2025-11-10,2025-11-11,93,93.5,SPOTIFY,15.0,7.5,18.0,23265159.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
3 1 0 7,W/N,1,1,SPOTIFY,1,2025-11-04,2025-11-04,86,86.0,SPOTIFY,15.0,15.0,11.0,34403488.0,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Forget Me Now,Fishy,1,1,SPOTIFY,1,2025-11-04,2025-11-04,87,87.0,SPOTIFY,14.0,14.0,86.0,2382182.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Love My Friend,Shayda,4,2,"APPLE_MUSIC, SPOTIFY",4,2025-10-31,2025-11-08,92,97.5,SPOTIFY,13.85,3.4625,53.0,736208.0,20.0,1.0,,,,0.0,0.0,0.0,0,0,,,,,
ex's hate me Pt.2,AMEE,3,1,SPOTIFY,3,2025-11-03,2025-11-07,94,96.66666666666667,SPOTIFY,13.0,4.333333333333333,67.0,13559060.0,490.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
CHILL GUYS NGON ZAI,ANH TRAI SAY HI,2,1,ZINGMP3,2,2025-10-31,2025-11-02,94,94.0,ZINGMP3,12.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754000.0,14000.0,0.0,0,0,03:49,,https://zingmp3.vn/bai-hat/CHILL-GUYS-NGON-ZAI-ANH-TRAI-SAY-HI-BigDaddy-OgeNus-B-Ray-Phuc-Du/Z89WA67I.html,,
CỨ ĐỔ TẠI CƠN MƯA,Phương Ly,1,1,APPLE_MUSIC,1,2025-11-07,2025-11-07,89,89.0,APPLE_MUSIC,11.399999999999999,11.399999999999999,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Đến Đây Bên Anh,Cloud 5,1,1,SPOTIFY,1,2025-11-05,2025-11-05,90,90.0,SPOTIFY,11.0,11.0,53.0,6849039.0,217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Viết Tiếp Câu Chuyện Hòa Bình,Nguyễn Văn Chung,2,1,ZINGMP3,2,2025-11-08,2025-11-09,94,96.0,ZINGMP3,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,30000.0,0.0,0,0,04:57,,https://zingmp3.vn/bai-hat/Viet-Tiep-Cau-Chuyen-Hoa-Binh-Nguyen-Van-Chung-Tung-Duong/Z880UZCO.html,,
Tạm Bợ,MiiNa,1,1,ZINGMP3,1,2025-11-12,2025-11-12,92,92.0,ZINGMP3,8.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612000.0,5000.0,0.0,0,0,03:50,,https://zingmp3.vn/bai-hat/Tam-Bo-MiiNa-Zio-B-RIN9-DREAMeR/Z86Z9C78.html,,
Chờ Bao Lâu,Út Nhị Mino,2,1,ZINGMP3,2,2025-11-01,2025-11-11,93,96.5,ZINGMP3,8.1,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,66000.0,0.0,0,0,03:14,,https://zingmp3.vn/bai-hat/Cho-Bao-Lau-Ut-Nhi-Mino-Hao-JK/Z8Z6EF60.html,,
Nửa Quân Bài,Trịnh Đình Quang,1,1,ZINGMP3,1,2025-11-12,2025-11-12,93,93.0,ZINGMP3,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789000.0,9000.0,0.0,0,0,05:27,,https://zingmp3.vn/bai-hat/Nua-Quan-Bai-Trinh-Dinh-Quang/Z87AZ9FU.html,,
Cơ Hội Cuối (Rock Version),An Vũ,1,1,ZINGMP3,1,2025-11-07,2025-11-07,93,93.0,ZINGMP3,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25000.0,0.0,0,0,03:17,,https://zingmp3.vn/bai-hat/Co-Hoi-Cuoi-Rock-Version-An-Vu/Z88BUB9I.html,,
Tham Phú Phụ Bần,Nguyễn Vĩ,2,1,ZINGMP3,2,2025-11-11,2025-11-12,95,97.5,ZINGMP3,6.300000000000001,3.1500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600000.0,168000.0,0.0,0,0,05:47,,https://zingmp3.vn/bai-hat/Tham-Phu-Phu-Ban-Nguyen-Vi/Z7FCBC68.html,,
Ngày Mai Em Đi,Lê Hiếu,1,1,SPOTIFY,1,2025-11-01,2025-11-01,96,96.0,SPOTIFY,5.0,5.0,2.0,15857549.0,1661.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Tình Yêu Bất Diệt,Hồ Việt Trung,1,1,ZINGMP3,1,2025-11-11,2025-11-11,96,96.0,ZINGMP3,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8600000.0,167000.0,0.0,0,0,03:33,,https://zingmp3.vn/bai-hat/Tinh-Yeu-Bat-Diet-Ho-Viet-Trung-Saka-Truong-Tuyen/Z8OCF07D.html,,
An Thần,Low G,1,1,SPOTIFY,1,2025-11-04,2025-11-04,98,98.0,SPOTIFY,3.0,3.0,1.0,44190203.0,1467.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Nằm Bên Anh,Minh Đinh,1,1,SPOTIFY,1,2025-11-07,2025-11-07,98,98.0,SPOTIFY,3.0,3.0,15.0,7069509.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Past Won't Leave My Bed,Joji,1,1,APPLE_MUSIC,1,2025-11-09,2025-11-09,98,98.0,APPLE_MUSIC,2.8499999999999996,2.8499999999999996,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Xa Em,Thanh Hưng,1,1,ZINGMP3,1,2025-11-12,2025-11-12,98,98.0,ZINGMP3,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,24000.0,0.0,0,0,06:02,,https://zingmp3.vn/bai-hat/Xa-Em-Thanh-Hung/Z86OCE9Z.html,,
Yêu Rồi Để Đó,Đàm Vĩnh Hưng,1,1,ZINGMP3,1,2025-11-11,2025-11-11,98,98.0,ZINGMP3,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800000.0,81000.0,0.0,0,0,05:26,,https://zingmp3.vn/bai-hat/Yeu-Roi-De-Do-Dam-Vinh-Hung/Z8Z99BIO.html,,
VỖ TAY,EM XINH SAY HI,1,1,ZINGMP3,1,2025-11-10,2025-11-10,99,99.0,ZINGMP3,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,19000.0,0.0,0,0,04:01,,https://zingmp3.vn/bai-hat/VO-TAY-EM-XINH-SAY-HI-Phuong-Ly/Z88W9I9E.html,,
NGÂY THER,kidsai,1,1,SPOTIFY,1,2025-11-08,2025-11-08,100,100.0,SPOTIFY,1.0,1.0,100.0,85421.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Chuyện Đôi Ta,Emcee L Da LAB,1,1,APPLE_MUSIC,1,2025-11-12,2025-11-12,100,100.0,APPLE_MUSIC,0.95,0.95,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
