Date,Rank,Title,Artist,Featured_Artists,Source,Duration,Total_Likes,URL
2025-11-07,2,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,NCT,4:05,127774,https://www.nhaccuatui.com/song/RjjlFp5VePzi
2025-11-07,3,Không Buông,Hngle,Ari,NCT,2:54,74954,https://www.nhaccuatui.com/song/l8cuO7N4Gx3J
2025-11-07,4,Em,Binz,,NCT,3:28,17222,https://www.nhaccuatui.com/song/9gfD7AsrzcYv
2025-11-07,5,In Love,Low G,JustaTee,NCT,3:20,23679,https://www.nhaccuatui.com/song/TfjjHnTFVTKj
2025-11-07,6,Kho Báu (with Rhymastic),STRONG,Rhymastic,NCT,3:37,136259,https://www.nhaccuatui.com/song/UV8S5HlKISf1
2025-11-07,7,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",NCT,4:01,8377,https://www.nhaccuatui.com/song/vdXhGFEWSIMh
2025-11-07,8,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",NCT,2:55,26831,https://www.nhaccuatui.com/song/cynfdsSLkJLi
2025-11-07,9,Người Đầu Tiên,Juky San,buitruonglinh,NCT,3:35,11562,https://www.nhaccuatui.com/song/oyfwO2mxFbH0
2025-11-07,10,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",NCT,5:16,66524,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ
2025-11-07,11,Ngày Này Năm Ấy,Việt Anh,,NCT,3:59,77280,https://www.nhaccuatui.com/song/10vd0FQlcvyO
2025-11-07,12,Không Thời Gian,Dương Domic,,NCT,3:37,42397,https://www.nhaccuatui.com/song/FxoGeDuCWtSP
2025-11-07,13,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",NCT,3:47,6871,https://www.nhaccuatui.com/song/7UwInkWOWovV
2025-11-07,14,Phép Màu,MAYDAYs,"Minh Tốc, Lam",NCT,4:26,206138,https://www.nhaccuatui.com/song/AHgR9rMS5pYw
2025-11-07,16,Mất Kết Nối,Dương Domic,,NCT,3:27,369859,https://www.nhaccuatui.com/song/uJ8qLJzC9wH5
2025-11-07,17,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,NCT,4:42,130227,https://www.nhaccuatui.com/song/My2LYptZ1GS5
2025-11-07,18,Panorama,Richie D. ICY,Obito,NCT,3:25,19127,https://www.nhaccuatui.com/song/SMJcVKFXYwbM
2025-11-07,19,Bình Yên,Vũ.,Binz,NCT,3:16,222245,https://www.nhaccuatui.com/song/56Um1CgCynmG
2025-11-07,20,Kho Báu,STRONG,,NCT,3:16,108351,https://www.nhaccuatui.com/song/kVt3JtCUChNI
2025-11-07,21,Nắng Dưới Chân Mây,Nguyễn Hữu Kha,,NCT,3:39,82980,https://www.nhaccuatui.com/song/F2v0Z9WBlCMV
2025-11-07,22,Nơi Này Có Anh,Sơn Tùng M-TP,,NCT,4:20,310720,https://www.nhaccuatui.com/song/JzDZ5BW4RSTI
2025-11-07,23,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,NCT,3:52,63828,https://www.nhaccuatui.com/song/O4NyykO66w3D
2025-11-07,24,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",NCT,4:17,21534,https://www.nhaccuatui.com/song/N0u2OIefVcyy
2025-11-07,25,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"52Hz, Orange, Mỹ Mỹ, Châu Bùi, Pháp Kiều",NCT,4:51,113671,https://www.nhaccuatui.com/song/Ijo7HDYemsvo
2025-11-07,26,E Là Không Thể,Anh Quân,,NCT,5:09,184504,https://www.nhaccuatui.com/song/r27tf4MELOuA
2025-11-07,27,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,NCT,3:34,54674,https://www.nhaccuatui.com/song/xnhwlEUv6mPq
2025-11-07,28,Em Không Cần,Hannie,,NCT,4:10,11230,https://www.nhaccuatui.com/song/2nAn8W8IgHVH
2025-11-07,29,Âm Thầm Bên Em,Sơn Tùng M-TP,,NCT,4:51,293765,https://www.nhaccuatui.com/song/Sttn5Z5WPKPR
2025-11-07,30,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",NCT,4:06,30649,https://www.nhaccuatui.com/song/YDxQbcF2YuCl
2025-11-07,31,Giờ Thì,buitruonglinh,,NCT,3:54,162246,https://www.nhaccuatui.com/song/dyHwNKu52bax
2025-11-07,32,Ngày Này Năm Ấy (Metal Rock),Việt Anh,,NCT,3:49,7788,https://www.nhaccuatui.com/song/6NeIeeSFl4y3
2025-11-07,33,Nắng Ấm Trong Tim,Duongg,Dadeon,NCT,4:08,10179,https://www.nhaccuatui.com/song/4dPxo73rYIvn
2025-11-07,34,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,NCT,3:56,294034,https://www.nhaccuatui.com/song/cJ6lXsQLONjC
2025-11-07,35,Dù Cho Tận Thế,ERIK,,NCT,3:53,242157,https://www.nhaccuatui.com/song/szDsaurUCtvX
2025-11-07,36,MAKE UP,ANH TRAI SAY HI,"Dillan Hoàng Phan, buitruonglinh, Đỗ Nam Sơn, Lohan, Ryn Lee, Bảo Thy",NCT,4:18,4411,https://www.nhaccuatui.com/song/qWmc2x35NHEk
2025-11-07,37,Love Game,Low G,tlinh,NCT,3:19,31135,https://www.nhaccuatui.com/song/4OMvyyEPeIyr
2025-11-07,38,ANH VUI,Phạm Kỳ,,NCT,3:17,90660,https://www.nhaccuatui.com/song/bWu6k1VPJCO6
2025-11-07,39,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",NCT,3:52,110522,https://www.nhaccuatui.com/song/8fBWGX9hPFRW
2025-11-07,40,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"Ogenus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",NCT,3:54,25626,https://www.nhaccuatui.com/song/OO3SZc0RTLlf
2025-11-07,41,Khóa Ly Biệt,The Masked Singer,Voi Bản Đôn,NCT,5:12,345779,https://www.nhaccuatui.com/song/4TTDL1BIR4XN
2025-11-07,42,Wrong Times,Puppy,Dangrangto,NCT,3:31,173700,https://www.nhaccuatui.com/song/0lTwDzgDWI2q
2025-11-07,43,SAU CƠN SUY,RHYDER,,NCT,3:13,24685,https://www.nhaccuatui.com/song/MtzJ5wODreXj
2025-11-07,44,3 Bích,Pháp Kiều,tlinh,NCT,3:48,9694,https://www.nhaccuatui.com/song/d7TgzvVPug3u
2025-11-07,45,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,NCT,3:46,202056,https://www.nhaccuatui.com/song/mPjFpFGJhzko
2025-11-07,46,Hãy Trao Cho Anh,Sơn Tùng M-TP,Snoop Dogg,NCT,4:05,926427,https://www.nhaccuatui.com/song/vtEybe9NxLw7
2025-11-07,47,DẪU CÓ ĐẾN ĐÂU,ANH TRAI SAY HI,"CONGB, VƯƠNG BÌNH, Lohan, Nhâm Phương Nam",NCT,4:01,15880,https://www.nhaccuatui.com/song/lVItHIYjhTZH
2025-11-07,48,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",NCT,5:28,167374,https://www.nhaccuatui.com/song/ESFq1iGH8zTQ
2025-11-07,49,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,NCT,4:50,76458,https://www.nhaccuatui.com/song/UpxC3e4PNIa9
2025-11-07,50,Bạn Đời,Karik,GDucky,NCT,5:01,269517,https://www.nhaccuatui.com/song/mX8e5tI588ih
2025-11-11,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",NCT,04:43,51438,https://www.nhaccuatui.com/song/aV6cyHFUBioS
2025-11-11,2,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,NCT,04:05,132433,https://www.nhaccuatui.com/song/RjjlFp5VePzi
2025-11-11,3,Không Buông,Hngle,Ari,NCT,02:54,78971,https://www.nhaccuatui.com/song/l8cuO7N4Gx3J
2025-11-11,4,Em,Binz,,NCT,03:28,21712,https://www.nhaccuatui.com/song/9gfD7AsrzcYv
2025-11-11,5,Kho Báu,STRONG,Rhymastic,NCT,03:37,138837,https://www.nhaccuatui.com/song/UV8S5HlKISf1
2025-11-11,6,In Love,Low G,JustaTee,NCT,03:20,27477,https://www.nhaccuatui.com/song/TfjjHnTFVTKj
2025-11-11,7,Người Đầu Tiên,Juky San,buitruonglinh,NCT,03:35,18117,https://www.nhaccuatui.com/song/oyfwO2mxFbH0
2025-11-11,8,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",NCT,04:01,14291,https://www.nhaccuatui.com/song/vdXhGFEWSIMh
2025-11-11,9,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",NCT,02:55,30578,https://www.nhaccuatui.com/song/cynfdsSLkJLi
2025-11-11,10,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",NCT,05:16,68707,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ
2025-11-11,11,Ngày Này Năm Ấy,Việt Anh,,NCT,03:59,79839,https://www.nhaccuatui.com/song/10vd0FQlcvyO
2025-11-11,12,Không Thời Gian,Dương Domic,,NCT,03:37,45033,https://www.nhaccuatui.com/song/FxoGeDuCWtSP
2025-11-11,13,Phép Màu,MAYDAYs,Minh Tốc & Lam,NCT,04:26,207956,https://www.nhaccuatui.com/song/AHgR9rMS5pYw
2025-11-11,15,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",NCT,03:47,11231,https://www.nhaccuatui.com/song/7UwInkWOWovV
2025-11-11,16,Mất Kết Nối,Dương Domic,,NCT,03:27,371021,https://www.nhaccuatui.com/song/uJ8qLJzC9wH5
2025-11-11,17,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,NCT,04:42,131299,https://www.nhaccuatui.com/song/My2LYptZ1GS5
2025-11-11,18,Bình Yên,Vũ.,Binz,NCT,03:16,223670,https://www.nhaccuatui.com/song/56Um1CgCynmG
2025-11-11,19,Nắng Dưới Chân Mây,Nguyễn Hữu Kha,,NCT,03:39,84435,https://www.nhaccuatui.com/song/F2v0Z9WBlCMV
2025-11-11,20,Panorama,Richie D. ICY,Obito,NCT,03:25,20364,https://www.nhaccuatui.com/song/SMJcVKFXYwbM
2025-11-11,21,Nơi Này Có Anh,Sơn Tùng M-TP,,NCT,04:20,312152,https://www.nhaccuatui.com/song/JzDZ5BW4RSTI
2025-11-11,22,E Là Không Thể,Anh Quân,,NCT,05:09,185975,https://www.nhaccuatui.com/song/r27tf4MELOuA
2025-11-11,23,Em Không Cần,Hannie,,NCT,04:10,13332,https://www.nhaccuatui.com/song/2nAn8W8IgHVH
2025-11-11,24,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều, 52Hz",NCT,04:51,114852,https://www.nhaccuatui.com/song/Ijo7HDYemsvo
2025-11-11,25,Kho Báu,STRONG,,NCT,03:16,109107,https://www.nhaccuatui.com/song/kVt3JtCUChNI
2025-11-11,26,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,NCT,03:34,56399,https://www.nhaccuatui.com/song/xnhwlEUv6mPq
2025-11-11,27,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,NCT,03:52,65065,https://www.nhaccuatui.com/song/O4NyykO66w3D
2025-11-11,28,Giờ Thì,buitruonglinh,,NCT,03:54,163460,https://www.nhaccuatui.com/song/dyHwNKu52bax
2025-11-11,29,Âm Thầm Bên Em,Sơn Tùng M-TP,,NCT,04:51,294980,https://www.nhaccuatui.com/song/Sttn5Z5WPKPR
2025-11-11,30,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",NCT,04:06,32017,https://www.nhaccuatui.com/song/YDxQbcF2YuCl
2025-11-11,31,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,NCT,03:56,295080,https://www.nhaccuatui.com/song/cJ6lXsQLONjC
2025-11-11,32,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",NCT,04:17,23050,https://www.nhaccuatui.com/song/N0u2OIefVcyy
2025-11-11,33,Ngày Này Năm Ấy (Metal Rock),Việt Anh,,NCT,03:49,9902,https://www.nhaccuatui.com/song/6NeIeeSFl4y3
2025-11-11,34,Dù Cho Tận Thế,ERIK,,NCT,03:53,242922,https://www.nhaccuatui.com/song/szDsaurUCtvX
2025-11-11,35,Nắng Ấm Trong Tim,Duongg,Dadeon,NCT,04:08,12635,https://www.nhaccuatui.com/song/4dPxo73rYIvn
2025-11-11,36,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",NCT,03:52,111370,https://www.nhaccuatui.com/song/8fBWGX9hPFRW
2025-11-11,37,ANH VUI,Phạm Kỳ,,NCT,03:17,91521,https://www.nhaccuatui.com/song/bWu6k1VPJCO6
2025-11-11,38,Love Game,Low G,tlinh,NCT,03:19,32259,https://www.nhaccuatui.com/song/4OMvyyEPeIyr
2025-11-11,39,Khóa Ly Biệt,The Masked Singer,Voi Bản Đôn,NCT,05:12,346626,https://www.nhaccuatui.com/song/4TTDL1BIR4XN
2025-11-11,40,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"Ogenus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",NCT,03:54,26927,https://www.nhaccuatui.com/song/OO3SZc0RTLlf
2025-11-11,41,Hãy Trao Cho Anh,Sơn Tùng M-TP,Snoop Dogg,NCT,04:05,927251,https://www.nhaccuatui.com/song/vtEybe9NxLw7
2025-11-11,42,Quyền Yếu Đuối (Piano Version),MiiNa,"RIN9, DREAMeR",NCT,02:54,10702,https://www.nhaccuatui.com/song/avVHFbSNKpGb
2025-11-11,43,Wrong Times,Puppy,Dangrangto,NCT,03:31,174427,https://www.nhaccuatui.com/song/0lTwDzgDWI2q
2025-11-11,44,SAU CƠN SUY,RHYDER,,NCT,03:13,25783,https://www.nhaccuatui.com/song/MtzJ5wODreXj
2025-11-11,45,Bạn Đời,Karik,GDucky,NCT,05:01,270256,https://www.nhaccuatui.com/song/mX8e5tI588ih
2025-11-11,46,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",NCT,05:28,168514,https://www.nhaccuatui.com/song/ESFq1iGH8zTQ
2025-11-11,47,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,NCT,04:50,77473,https://www.nhaccuatui.com/song/UpxC3e4PNIa9
2025-11-11,48,MAKE UP,ANH TRAI SAY HI,"Dillan Hoàng Phan, buitruonglinh, Đỗ Nam Sơn, Lohan, Ryn Lee, Bảo Thy",NCT,04:18,6636,https://www.nhaccuatui.com/song/qWmc2x35NHEk
2025-11-11,49,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,NCT,03:46,203109,https://www.nhaccuatui.com/song/mPjFpFGJhzko
2025-11-11,50,DẪU CÓ ĐẾN ĐÂU,ANH TRAI SAY HI,"CONGB, VƯƠNG BÌNH, Lohan, Nhâm Phương Nam",NCT,04:01,16992,https://www.nhaccuatui.com/song/lVItHIYjhTZH
2025-11-12,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",NCT,04:43,51417,https://www.nhaccuatui.com/song/aV6cyHFUBioS
2025-11-12,2,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,NCT,04:05,132431,https://www.nhaccuatui.com/song/RjjlFp5VePzi
2025-11-12,3,Không Buông,Hngle,Ari,NCT,02:54,78964,https://www.nhaccuatui.com/song/l8cuO7N4Gx3J
2025-11-12,4,Kho Báu,STRONG,Rhymastic,NCT,03:37,138830,https://www.nhaccuatui.com/song/UV8S5HlKISf1
2025-11-12,5,Em,Binz,,NCT,03:28,21704,https://www.nhaccuatui.com/song/9gfD7AsrzcYv
2025-11-12,6,In Love,Low G,JustaTee,NCT,03:20,27468,https://www.nhaccuatui.com/song/TfjjHnTFVTKj
2025-11-12,7,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",NCT,04:01,14278,https://www.nhaccuatui.com/song/vdXhGFEWSIMh
2025-11-12,8,Người Đầu Tiên,Juky San,buitruonglinh,NCT,03:35,18104,https://www.nhaccuatui.com/song/oyfwO2mxFbH0
2025-11-12,9,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",NCT,02:55,30570,https://www.nhaccuatui.com/song/cynfdsSLkJLi
2025-11-12,10,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",NCT,05:16,68705,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ
2025-11-12,11,Ngày Này Năm Ấy,Việt Anh,,NCT,03:59,79832,https://www.nhaccuatui.com/song/10vd0FQlcvyO
2025-11-12,12,Không Thời Gian,Dương Domic,,NCT,03:37,45022,https://www.nhaccuatui.com/song/FxoGeDuCWtSP
2025-11-12,14,Mất Kết Nối,Dương Domic,,NCT,03:27,371022,https://www.nhaccuatui.com/song/uJ8qLJzC9wH5
2025-11-12,15,Phép Màu,MAYDAYs,Minh Tốc & Lam,NCT,04:26,207952,https://www.nhaccuatui.com/song/AHgR9rMS5pYw
2025-11-12,16,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",NCT,03:47,11220,https://www.nhaccuatui.com/song/7UwInkWOWovV
2025-11-12,17,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,NCT,04:42,131297,https://www.nhaccuatui.com/song/My2LYptZ1GS5
2025-11-12,18,Bình Yên,Vũ.,Binz,NCT,03:16,223668,https://www.nhaccuatui.com/song/56Um1CgCynmG
2025-11-12,19,Nắng Dưới Chân Mây,Nguyễn Hữu Kha,,NCT,03:39,84433,https://www.nhaccuatui.com/song/F2v0Z9WBlCMV
2025-11-12,20,Nơi Này Có Anh,Sơn Tùng M-TP,,NCT,04:20,312150,https://www.nhaccuatui.com/song/JzDZ5BW4RSTI
2025-11-12,21,Kho Báu,STRONG,,NCT,03:16,109106,https://www.nhaccuatui.com/song/kVt3JtCUChNI
2025-11-12,22,Panorama,Richie D. ICY,Obito,NCT,03:25,20363,https://www.nhaccuatui.com/song/SMJcVKFXYwbM
2025-11-12,23,Em Không Cần,Hannie,,NCT,04:10,13330,https://www.nhaccuatui.com/song/2nAn8W8IgHVH
2025-11-12,24,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,NCT,03:34,56399,https://www.nhaccuatui.com/song/xnhwlEUv6mPq
2025-11-12,25,E Là Không Thể,Anh Quân,,NCT,05:09,185973,https://www.nhaccuatui.com/song/r27tf4MELOuA
2025-11-12,26,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều, 52Hz",NCT,04:51,114853,https://www.nhaccuatui.com/song/Ijo7HDYemsvo
2025-11-12,27,Giờ Thì,buitruonglinh,,NCT,03:54,163456,https://www.nhaccuatui.com/song/dyHwNKu52bax
