Date,Rank,Title,Artist,Featured_Artists,Source,Duration,Total_Likes,URL
2025-11-12,28,Âm Thầm Bên Em,Sơn Tùng M-TP,,NCT,04:51,294974,https://www.nhaccuatui.com/song/Sttn5Z5WPKPR
2025-11-12,29,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,NCT,03:52,65055,https://www.nhaccuatui.com/song/O4NyykO66w3D
2025-11-12,30,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",NCT,04:06,32016,https://www.nhaccuatui.com/song/YDxQbcF2YuCl
2025-11-12,31,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,NCT,03:56,295076,https://www.nhaccuatui.com/song/cJ6lXsQLONjC
2025-11-12,32,Ngày Này Năm Ấy (Metal Rock),Việt Anh,,NCT,03:49,9895,https://www.nhaccuatui.com/song/6NeIeeSFl4y3
2025-11-12,33,Dù Cho Tận Thế,ERIK,,NCT,03:53,242919,https://www.nhaccuatui.com/song/szDsaurUCtvX
2025-11-12,34,Hãy Trao Cho Anh,Sơn Tùng M-TP,Snoop Dogg,NCT,04:05,927250,https://www.nhaccuatui.com/song/vtEybe9NxLw7
2025-11-12,35,Nắng Ấm Trong Tim,Duongg,Dadeon,NCT,04:08,12629,https://www.nhaccuatui.com/song/4dPxo73rYIvn
2025-11-12,36,SỚM MUỘN THÌ,ANH TRAI SAY HI,"Hustlang Robber, Nhâm Phương Nam, Mason Nguyen, Jaysonlei, Khoi Vu, LAMOON",NCT,05:20,5589,https://www.nhaccuatui.com/song/ZGqkPWpPCsBH
2025-11-12,37,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",NCT,04:17,23047,https://www.nhaccuatui.com/song/N0u2OIefVcyy
2025-11-12,38,Quyền Yếu Đuối (Piano Version),MiiNa,"RIN9, DREAMeR",NCT,02:54,10696,https://www.nhaccuatui.com/song/avVHFbSNKpGb
2025-11-12,39,ANH VUI,Phạm Kỳ,,NCT,03:17,91520,https://www.nhaccuatui.com/song/bWu6k1VPJCO6
2025-11-12,40,Khóa Ly Biệt,The Masked Singer,Voi Bản Đôn,NCT,05:12,346625,https://www.nhaccuatui.com/song/4TTDL1BIR4XN
2025-11-12,41,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",NCT,03:52,111370,https://www.nhaccuatui.com/song/8fBWGX9hPFRW
2025-11-12,42,Love Game,Low G,tlinh,NCT,03:19,32257,https://www.nhaccuatui.com/song/4OMvyyEPeIyr
2025-11-12,43,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"Ogenus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",NCT,03:54,26922,https://www.nhaccuatui.com/song/OO3SZc0RTLlf
2025-11-12,44,Wrong Times,Puppy,Dangrangto,NCT,03:31,174424,https://www.nhaccuatui.com/song/0lTwDzgDWI2q
2025-11-12,45,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,NCT,03:46,203107,https://www.nhaccuatui.com/song/mPjFpFGJhzko
2025-11-12,46,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,NCT,04:50,77472,https://www.nhaccuatui.com/song/UpxC3e4PNIa9
2025-11-12,47,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",NCT,05:28,168513,https://www.nhaccuatui.com/song/ESFq1iGH8zTQ
2025-11-12,48,SAU CƠN SUY,RHYDER,,NCT,03:13,25784,https://www.nhaccuatui.com/song/MtzJ5wODreXj
2025-11-12,49,Bạn Đời,Karik,GDucky,NCT,05:01,270255,https://www.nhaccuatui.com/song/mX8e5tI588ih
2025-11-12,50,MAKE UP,ANH TRAI SAY HI,"Dillan Hoàng Phan, buitruonglinh, Đỗ Nam Sơn, Lohan, Ryn Lee, Bảo Thy",NCT,04:18,6632,https://www.nhaccuatui.com/song/qWmc2x35NHEk
2025-11-13,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",NCT,04:43,52950,https://www.nhaccuatui.com/song/aV6cyHFUBioS
2025-11-13,2,SỚM MUỘN THÌ,ANH TRAI SAY HI,"Hustlang Robber, Nhâm Phương Nam, Mason nguyen, Jaysonlei, Khoi Vu, LAMOON",NCT,05:20,8771,https://www.nhaccuatui.com/song/ZGqkPWpPCsBH
2025-11-13,3,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,NCT,04:05,133254,https://www.nhaccuatui.com/song/RjjlFp5VePzi
2025-11-13,4,Không Buông,Hngle,Ari,NCT,02:54,79674,https://www.nhaccuatui.com/song/l8cuO7N4Gx3J
2025-11-13,5,Người Đầu Tiên,Juky San,buitruonglinh,NCT,03:35,19219,https://www.nhaccuatui.com/song/oyfwO2mxFbH0
2025-11-13,6,Kho Báu,STRONG,Rhymastic,NCT,03:37,139356,https://www.nhaccuatui.com/song/UV8S5HlKISf1
2025-11-13,7,Em,Binz,,NCT,03:28,22294,https://www.nhaccuatui.com/song/9gfD7AsrzcYv
2025-11-13,8,In Love,Low G,JustaTee,NCT,03:20,28048,https://www.nhaccuatui.com/song/TfjjHnTFVTKj
2025-11-13,9,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",NCT,04:01,15133,https://www.nhaccuatui.com/song/vdXhGFEWSIMh
2025-11-13,11,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",NCT,05:16,69080,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ
2025-11-13,12,Ngày Này Năm Ấy,Việt Anh,,NCT,03:59,80275,https://www.nhaccuatui.com/song/10vd0FQlcvyO
2025-11-13,13,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",NCT,02:55,31215,https://www.nhaccuatui.com/song/cynfdsSLkJLi
2025-11-13,14,Mục Hạ Vô Nhân,SOOBIN,"Binz, NSND Huỳnh Tú",NCT,03:21,1997,https://www.nhaccuatui.com/song/8L4wbxWo9ag1
2025-11-13,15,Không Thời Gian,Dương Domic,,NCT,03:37,45478,https://www.nhaccuatui.com/song/FxoGeDuCWtSP
2025-11-13,16,Phép Màu,MAYDAYs,Minh Tốc & Lam,NCT,04:26,208290,https://www.nhaccuatui.com/song/AHgR9rMS5pYw
2025-11-13,17,Mất Kết Nối,Dương Domic,,NCT,03:27,371244,https://www.nhaccuatui.com/song/uJ8qLJzC9wH5
2025-11-13,18,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",NCT,03:47,11794,https://www.nhaccuatui.com/song/7UwInkWOWovV
2025-11-13,19,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,NCT,04:42,131500,https://www.nhaccuatui.com/song/My2LYptZ1GS5
2025-11-13,20,Nơi Này Có Anh,Sơn Tùng M-TP,,NCT,04:20,312433,https://www.nhaccuatui.com/song/JzDZ5BW4RSTI
2025-11-13,21,Bình Yên,Vũ.,Binz,NCT,03:16,223928,https://www.nhaccuatui.com/song/56Um1CgCynmG
2025-11-13,22,Nắng Dưới Chân Mây,Nguyễn Hữu Kha,,NCT,03:39,84693,https://www.nhaccuatui.com/song/F2v0Z9WBlCMV
2025-11-13,23,E Là Không Thể,Anh Quân,,NCT,05:09,186252,https://www.nhaccuatui.com/song/r27tf4MELOuA
2025-11-13,24,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,NCT,03:34,56693,https://www.nhaccuatui.com/song/xnhwlEUv6mPq
2025-11-13,25,Kho Báu,STRONG,,NCT,03:16,109219,https://www.nhaccuatui.com/song/kVt3JtCUChNI
2025-11-13,26,Panorama,Richie D. ICY,Obito,NCT,03:25,20562,https://www.nhaccuatui.com/song/SMJcVKFXYwbM
2025-11-13,27,Em Không Cần,Hannie,,NCT,04:10,13721,https://www.nhaccuatui.com/song/2nAn8W8IgHVH
2025-11-13,28,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều, 52Hz",NCT,04:51,115039,https://www.nhaccuatui.com/song/Ijo7HDYemsvo
2025-11-13,29,Giờ Thì,buitruonglinh,,NCT,03:54,163689,https://www.nhaccuatui.com/song/dyHwNKu52bax
2025-11-13,30,Âm Thầm Bên Em,Sơn Tùng M-TP,,NCT,04:51,295187,https://www.nhaccuatui.com/song/Sttn5Z5WPKPR
2025-11-13,31,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,NCT,03:56,295303,https://www.nhaccuatui.com/song/cJ6lXsQLONjC
2025-11-13,32,Dù Cho Tận Thế,ERIK,,NCT,03:53,243059,https://www.nhaccuatui.com/song/szDsaurUCtvX
2025-11-13,33,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",NCT,04:06,32284,https://www.nhaccuatui.com/song/YDxQbcF2YuCl
2025-11-13,34,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,NCT,03:52,65258,https://www.nhaccuatui.com/song/O4NyykO66w3D
2025-11-13,35,Nắng Ấm Trong Tim,Duongg,Dadeon,NCT,04:08,13002,https://www.nhaccuatui.com/song/4dPxo73rYIvn
2025-11-13,36,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",NCT,04:17,23311,https://www.nhaccuatui.com/song/N0u2OIefVcyy
2025-11-13,37,Ngày Này Năm Ấy (Metal Rock),Việt Anh,,NCT,03:49,10250,https://www.nhaccuatui.com/song/6NeIeeSFl4y3
2025-11-13,38,Quyền Yếu Đuối (Piano Version),MiiNa,"RIN9, DREAMeR",NCT,02:54,11228,https://www.nhaccuatui.com/song/avVHFbSNKpGb
2025-11-13,39,ANH VUI,Phạm Kỳ,,NCT,03:17,91704,https://www.nhaccuatui.com/song/bWu6k1VPJCO6
2025-11-13,40,Hãy Trao Cho Anh,Sơn Tùng M-TP,Snoop Dogg,NCT,04:05,927390,https://www.nhaccuatui.com/song/vtEybe9NxLw7
2025-11-13,41,Khóa Ly Biệt,The Masked Singer,Voi Bản Đôn,NCT,05:12,346785,https://www.nhaccuatui.com/song/4TTDL1BIR4XN
2025-11-13,42,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"Ogenus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",NCT,03:54,27163,https://www.nhaccuatui.com/song/OO3SZc0RTLlf
2025-11-13,43,Love Game,Low G,tlinh,NCT,03:19,32444,https://www.nhaccuatui.com/song/4OMvyyEPeIyr
2025-11-13,44,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",NCT,03:52,111507,https://www.nhaccuatui.com/song/8fBWGX9hPFRW
2025-11-13,45,Wrong Times,Puppy,Dangrangto,NCT,03:31,174568,https://www.nhaccuatui.com/song/0lTwDzgDWI2q
2025-11-13,46,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,,NCT,05:20,9394,https://www.nhaccuatui.com/song/Zx6a24zw8U3e
2025-11-13,47,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,NCT,04:50,77635,https://www.nhaccuatui.com/song/UpxC3e4PNIa9
2025-11-13,48,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,NCT,03:46,203280,https://www.nhaccuatui.com/song/mPjFpFGJhzko
2025-11-13,49,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",NCT,05:28,168723,https://www.nhaccuatui.com/song/ESFq1iGH8zTQ
2025-11-13,50,Bạn Đời,Karik,GDucky,NCT,05:01,270392,https://www.nhaccuatui.com/song/mX8e5tI588ih
2025-11-14,1,chẳng phải tình đầu sao đau đến thế,MIN,"Dangrangto, antransax",NCT,04:43,54552,https://www.nhaccuatui.com/song/aV6cyHFUBioS
2025-11-14,2,SỚM MUỘN THÌ,ANH TRAI SAY HI,"Hustlang Robber, Nhâm Phương Nam, Mason nguyen, Jaysonlei, Khoi Vu, LAMOON",NCT,05:20,11821,https://www.nhaccuatui.com/song/ZGqkPWpPCsBH
2025-11-14,3,Không Buông,Hngle,Ari,NCT,02:54,80388,https://www.nhaccuatui.com/song/l8cuO7N4Gx3J
2025-11-14,4,Anh Đã Không Biết Cách Yêu Em,Quang Đăng Trần,,NCT,04:05,134072,https://www.nhaccuatui.com/song/RjjlFp5VePzi
2025-11-14,5,Kho Báu,STRONG,Rhymastic,NCT,03:37,139885,https://www.nhaccuatui.com/song/UV8S5HlKISf1
2025-11-14,6,Người Đầu Tiên,Juky San,buitruonglinh,NCT,03:35,20360,https://www.nhaccuatui.com/song/oyfwO2mxFbH0
2025-11-14,7,Em,Binz,,NCT,03:28,22935,https://www.nhaccuatui.com/song/9gfD7AsrzcYv
2025-11-14,8,ĐOẠN KỊCH CÂM,ANH TRAI SAY HI,"CONGB, Negav, B Ray, CODYNAMVO, Phạm Đình Thái Ngân, Mỹ Mỹ",NCT,04:01,15893,https://www.nhaccuatui.com/song/vdXhGFEWSIMh
2025-11-14,9,In Love,Low G,JustaTee,NCT,03:20,28629,https://www.nhaccuatui.com/song/TfjjHnTFVTKj
2025-11-14,11,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,ANH TRAI SAY HI,"Vũ Cát Tường, Karik, Negav, Ngô Kiến Huy, Jey B",NCT,05:16,69514,https://www.nhaccuatui.com/song/ohdUc5kDIMnJ
2025-11-14,12,Ngày Này Năm Ấy,Việt Anh,,NCT,03:59,80757,https://www.nhaccuatui.com/song/10vd0FQlcvyO
2025-11-14,13,Quyền Yếu Đuối,MiiNa,"RIN9, DREAMeR",NCT,02:55,31816,https://www.nhaccuatui.com/song/cynfdsSLkJLi
2025-11-14,14,Không Thời Gian,Dương Domic,,NCT,03:37,45971,https://www.nhaccuatui.com/song/FxoGeDuCWtSP
2025-11-14,15,Phép Màu,MAYDAYs,Minh Tốc & Lam,NCT,04:26,208618,https://www.nhaccuatui.com/song/AHgR9rMS5pYw
2025-11-14,16,Mất Kết Nối,Dương Domic,,NCT,03:27,371467,https://www.nhaccuatui.com/song/uJ8qLJzC9wH5
2025-11-14,17,Mục Hạ Vô Nhân,SOOBIN,"Binz, NSND Huỳnh Tú",NCT,03:21,3000,https://www.nhaccuatui.com/song/8L4wbxWo9ag1
2025-11-14,18,HƠN LÀ BẠN,ANH TRAI SAY HI,"Ngô Kiến Huy, Vũ Cát Tường, Karik, VƯƠNG BÌNH, Sơn.K, MIN",NCT,03:47,12353,https://www.nhaccuatui.com/song/7UwInkWOWovV
2025-11-14,19,Còn Gì Đẹp Hơn (Mưa Đỏ Original Soundtrack),Nguyễn Hùng,,NCT,04:42,131686,https://www.nhaccuatui.com/song/My2LYptZ1GS5
2025-11-14,20,Nơi Này Có Anh,Sơn Tùng M-TP,,NCT,04:20,312726,https://www.nhaccuatui.com/song/JzDZ5BW4RSTI
2025-11-14,21,Bình Yên,Vũ.,Binz,NCT,03:16,224222,https://www.nhaccuatui.com/song/56Um1CgCynmG
2025-11-14,22,Nắng Dưới Chân Mây,Nguyễn Hữu Kha,,NCT,03:39,84975,https://www.nhaccuatui.com/song/F2v0Z9WBlCMV
2025-11-14,23,E Là Không Thể,Anh Quân,,NCT,05:09,186545,https://www.nhaccuatui.com/song/r27tf4MELOuA
2025-11-14,24,Ngàn Năm Ánh Sáng,Đặng Vĩnh Thịnh,BMZ,NCT,03:34,57034,https://www.nhaccuatui.com/song/xnhwlEUv6mPq
2025-11-14,25,Kho Báu,STRONG,,NCT,03:16,109377,https://www.nhaccuatui.com/song/kVt3JtCUChNI
2025-11-14,26,KHÔNG ĐAU NỮA RỒI,EM XINH SAY HI,"Orange, Châu Bùi, Mỹ Mỹ, Pháp Kiều, 52Hz",NCT,04:51,115249,https://www.nhaccuatui.com/song/Ijo7HDYemsvo
2025-11-14,27,Giờ Thì,buitruonglinh,,NCT,03:54,163938,https://www.nhaccuatui.com/song/dyHwNKu52bax
2025-11-14,28,Âm Thầm Bên Em,Sơn Tùng M-TP,,NCT,04:51,295407,https://www.nhaccuatui.com/song/Sttn5Z5WPKPR
2025-11-14,29,Panorama,Richie D. ICY,Obito,NCT,03:25,20782,https://www.nhaccuatui.com/song/SMJcVKFXYwbM
2025-11-14,30,Em Không Cần,Hannie,,NCT,04:10,14087,https://www.nhaccuatui.com/song/2nAn8W8IgHVH
2025-11-14,31,Những Lời Hứa Bỏ Quên,Vũ.,Dear Jane,NCT,03:56,295504,https://www.nhaccuatui.com/song/cJ6lXsQLONjC
2025-11-14,32,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,,NCT,05:20,10878,https://www.nhaccuatui.com/song/Zx6a24zw8U3e
2025-11-14,33,Quyền Yếu Đuối (Piano Version),MiiNa,"RIN9, DREAMeR",NCT,02:54,11667,https://www.nhaccuatui.com/song/avVHFbSNKpGb
2025-11-14,34,Dù Cho Tận Thế,ERIK,,NCT,03:53,243205,https://www.nhaccuatui.com/song/szDsaurUCtvX
2025-11-14,35,HERMOSA,ANH TRAI SAY HI,"Sơn.K, buitruonglinh, Tez, Mason Nguyen, CONGB",NCT,04:06,32582,https://www.nhaccuatui.com/song/YDxQbcF2YuCl
2025-11-14,36,ANH VUI,Phạm Kỳ,,NCT,03:17,91882,https://www.nhaccuatui.com/song/bWu6k1VPJCO6
2025-11-14,37,NGƯỜI ĐẦU TIÊN,EM XINH SAY HI,Juky San,NCT,03:52,65464,https://www.nhaccuatui.com/song/O4NyykO66w3D
2025-11-14,38,ĐA NGHI,ANH TRAI SAY HI,"Negav, Hải Nam, CODYNAMVO, Dillan Hoàng Phan",NCT,04:17,23595,https://www.nhaccuatui.com/song/N0u2OIefVcyy
2025-11-14,39,Ngày Này Năm Ấy (Metal Rock),Việt Anh,,NCT,03:49,10608,https://www.nhaccuatui.com/song/6NeIeeSFl4y3
2025-11-14,40,Khóa Ly Biệt,The Masked Singer,Voi Bản Đôn,NCT,05:12,346950,https://www.nhaccuatui.com/song/4TTDL1BIR4XN
2025-11-14,41,Nắng Ấm Trong Tim,Duongg,Dadeon,NCT,04:08,13396,https://www.nhaccuatui.com/song/4dPxo73rYIvn
2025-11-14,42,NGƯỜI YÊU CHƯA SINH RA,ANH TRAI SAY HI,"Ogenus, BigDaddy, Phúc Du, HUSTLANG Robber, Dillan Hoàng Phan",NCT,03:54,27445,https://www.nhaccuatui.com/song/OO3SZc0RTLlf
2025-11-14,43,Hãy Trao Cho Anh,Sơn Tùng M-TP,Snoop Dogg,NCT,04:05,927550,https://www.nhaccuatui.com/song/vtEybe9NxLw7
2025-11-14,44,GÃ SĂN CÁ,EM XINH SAY HI,"Lâm Bảo Ngọc, Quỳnh Anh Shyn, MAIQUINN, Saabirose, Quang Hùng MasterD",NCT,03:52,111656,https://www.nhaccuatui.com/song/8fBWGX9hPFRW
2025-11-14,45,Love Game,Low G,,NCT,03:19,32626,https://www.nhaccuatui.com/song/4OMvyyEPeIyr
2025-11-14,46,Wrong Times,Puppy,Dangrangto,NCT,03:31,174694,https://www.nhaccuatui.com/song/0lTwDzgDWI2q
2025-11-14,47,một đời,14 Casper,"Bon Nghiêm, buitruonglinh",NCT,05:28,168956,https://www.nhaccuatui.com/song/ESFq1iGH8zTQ
2025-11-14,48,Buông Đôi Tay Nhau Ra,Sơn Tùng M-TP,,NCT,03:46,203477,https://www.nhaccuatui.com/song/mPjFpFGJhzko
2025-11-14,49,Bạn Đời,Karik,GDucky,NCT,05:01,270516,https://www.nhaccuatui.com/song/mX8e5tI588ih
2025-11-14,50,10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,NCT,04:50,77808,https://www.nhaccuatui.com/song/UpxC3e4PNIa9
