title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__
người bình thường,vũ cát tường,nan,spotify,61,2023-12-04,"v-pop, vietnam indie",1fFvYVg1v3rpUSqKNCUh7b,nguoibinhthuong||vucattuong,"('người bình thường', 'cát, tường, vũ', 'nan')"
người đầu tiên,em xinh say hi,juky san,"nct, spotify, zingmp3",68,2025-08-18,v-pop,3qKeW2XJFZU5CvOQKStQW6,nguoidautien||emxinhsayhi,"('người đầu tiên', 'em, hi, say, xinh', 'juky, san')"
người đầu tiên,juky san,buitruonglinh,"apple, nct, spotify, zingmp3",68,2025-08-18,v-pop,3qKeW2XJFZU5CvOQKStQW6,nguoidautien||jukysan,"('người đầu tiên', 'juky, san', 'buitruonglinh')"
người như anh xứng đáng cô đơn,anh trai say hi,"vũ cát tường, karik, negav, ngô kiến huy, jey b","apple, nct, spotify, zingmp3",68,2025-09-29,"v-pop, vietnamese hip hop",5u5AsK8JLgkr154QHZjJqh,nguoinhuanhxungdangcodon||anhtraisayhi,"('người như anh xứng đáng cô đơn', 'anh, hi, say, trai', 'b, cát, huy, jey, karik, kiến, negav, ngô, tường, vũ')"
người yêu chưa sinh ra,anh trai say hi,"ogenus, bigdaddy, phúc du, hustlang robber, dillan hoàng phan","apple, nct, zingmp3",60,2025-09-29,"v-pop, vietnamese hip hop",2ix8KB1Xm7rRGzkh3i8P1d,nguoiyeuchuasinhra||anhtraisayhi,"('người yêu chưa sinh ra', 'anh, hi, say, trai', 'bigdaddy, dillan, du, hoàng, hustlang, ogenus, phan, phúc, robber')"
nhà tôi có treo một lá cờ,dtap,hà anh tuấn,zingmp3,52,2025-08-19,v-pop,2L3R75fV5mZIGDVm3nDKqI,nhatoicotreomotlaco||dtap,"('nhà tôi có treo một lá cờ', 'dtap', 'anh, hà, tuấn')"
nhắn nhủ,ronboogz,nan,spotify,64,2023-12-12,"v-pop, vietnamese hip hop, vietnam indie",2uZmeuNAxSm7XfVIwLkhCx,nhannhu||ronboogz,"('nhắn nhủ', 'ronboogz', 'nan')"
nhiều chuyện,the flob,nan,zingmp3,38,2025-10-24,"vietnam indie, v-pop",2Dz03B4vbLiViXJvHOFrm9,nhieuchuyen||theflob,"('nhiều chuyện', 'flob, the', 'nan')"
nhiều hơn,low g,nan,"apple, spotify",59,2025-10-21,"vietnamese hip hop, v-pop, vietnam indie",3PvxUf6vng5MtK1xDtbmFh,nhieuhon||lowg,"('nhiều hơn', 'g, low', 'nan')"
nhói lòng thuyền hoa (rock version),tlong,lkt media,zingmp3,4,2025-10-28,"vinahouse, v-pop, vietnamese lo-fi",2dbZRzKtHp4NSnFwECJp6g,nhoilongthuyenhoa||tlong,"('nhói lòng thuyền hoa rock version', 'tlong', 'lkt, media')"
những lời hứa bỏ quên,vũ.,dear jane,"apple, nct, spotify",58,2024-09-27,"v-pop, vietnam indie, vietnamese lo-fi",1LJyhnPdYGRLerwJd8CmL1,nhungloihuaboquen||vu,"('những lời hứa bỏ quên', 'vũ', 'dear, jane')"
nỗi đau giữa hòa bình,hòa minzy,nguyễn văn chung,zingmp3,55,2025-08-22,"v-pop, vinahouse",0S1uRwIQF1AWR6gp4iXntl,noidaugiuahoabinh||hoaminzy,"('nỗi đau giữa hòa bình', 'hòa, minzy', 'chung, nguyễn, văn')"
nói dối,ronboogz,nan,spotify,66,2022-12-12,"v-pop, vietnamese hip hop, vietnam indie",3ET3xHCLMGd57u06A9RjJ0,noidoi||ronboogz,"('nói dối', 'ronboogz', 'nan')"
nơi này có anh,sơn tùng m-tp,nan,"nct, spotify",64,2017-04-01,"v-pop, vinahouse, vietnamese hip hop",5rSAUmbOg4giDrM29vUyHe,noinaycoanh||sontungmtp,"('nơi này có anh', 'm-tp, sơn, tùng', 'nan')"
nỗi nhớ không tên,will,myra trần,zingmp3,35,2025-10-15,"v-pop, vietnam indie, vietnamese lo-fi",4MoHww9gEkwPbPWoebIVra,noinhokhongten||will,"('nỗi nhớ không tên', 'will', 'myra, trần')"
nolovenolife,hieuthuhai,nan,"apple, spotify",61,2023-10-16,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",6D94p9ASguBcYlDC0o56vx,nolovenolife||hieuthuhai,"('nolovenolife', 'hieuthuhai', 'nan')"
nụ hôn đầu,đậu tất đạt,nan,zingmp3,11,2025-10-30,"v-pop, vietnamese hip hop, vietnam indie",2cZEbXZ7i1HVn2FvXrqInO,nuhondau||dautatdat,"('nụ hôn đầu', 'tất, đạt, đậu', 'nan')"
nửa quân bài,trịnh đình quang,nan,zingmp3,6,2025-11-05,"vinahouse, v-pop",1Cz1n58NwjYu2Oh5actO2b,nuaquanbai||trinhdinhquang,"('nửa quân bài', 'quang, trịnh, đình', 'nan')"
nước mắt cá sấu,hieuthuhai,nan,apple,63,2025-04-01,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",39XiO6D9cuMfJXObD6gVjY,nuocmatcasau||hieuthuhai,"('nước mắt cá sấu', 'hieuthuhai', 'nan')"
ôm lấy trái tim,kairon,nan,zingmp3,45,2025-05-23,v-pop,3o1Dy1cZKTmaEIxRgBlALQ,omlaytraitim||kairon,"('ôm lấy trái tim', 'kairon', 'nan')"
panorama,richie d. icy,obito,"apple, nct, spotify",62,2025-10-10,"vietnamese hip hop, v-pop",6gmvd9Lld9MiNR9r6I9eFE,panorama||richiedicy,"('panorama', 'd, icy, richie', 'obito')"
past won't leave my bed,joji,nan,apple,76,2025-11-07,none,16Z0an8D4BJNm3VbWWpTnv,pastwontleavemybed||joji,"(""past won't leave my bed"", 'joji', 'nan')"
peace n' love,low g,mỹ anh,zingmp3,51,2025-10-21,"vietnamese hip hop, v-pop, vietnam indie",6AJXc3mnynpCegfUcQbwat,peacenlove||lowg,"(""peace n' love"", 'g, low', 'anh, mỹ')"
phải viết bao nhiêu bản tình ca,min,nan,apple,55,2025-10-22,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5D7MGNckkAAGAiDqUDFclP,phaivietbaonhieubantinhca||min,"('phải viết bao nhiêu bản tình ca', 'min', 'nan')"
phép màu,maydays,minh tốc & lam,"apple, nct, spotify",68,2025-02-21,"v-pop, vietnam indie",1DVYafsLmcQySKkJnY4RCs,phepmau||maydays,"('phép màu', 'maydays', 'lam, minh, tốc')"
phim ba người,nguyễn vĩ,nan,zingmp3,47,2025-04-20,"vinahouse, v-pop",1ngbmFciEb4Kz19bPvPYby,phimbanguoi||nguyenvi,"('phim ba người', 'nguyễn, vĩ', 'nan')"
phong sương tửu (ca si thiên đình),thiên đình,nan,zingmp3,29,2025-10-22,"vinahouse, v-pop",6QAFJqZCOZ6ctgdA1tyGZ8,phongsuongtuucasithiendinh||thiendinh,"('phong sương tửu ca si thiên đình', 'thiên, đình', 'nan')"
phóng zìn zìn,tlinh,low g,"apple, spotify",65,2024-09-18,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3COYA2vgfcUhDyRlVpZy5p,phongzinzin||tlinh,"('phóng zìn zìn', 'tlinh', 'g, low')"
pin dự phòng,dương domic,lou hoàng,"apple, spotify",57,2024-11-22,"v-pop, vietnamese hip hop",29Tj2R8sZZ3fzlXZVe1OyY,pinduphong||duongdomic,"('pin dự phòng', 'domic, dương', 'hoàng, lou')"
polite,sonaone,tlinh,zingmp3,48,2025-11-04,"malay rap, malay, malay pop, malaysian pop",3EfychxMku3sRuso0jkGis,polite||sonaone,"('polite', 'sonaone', 'tlinh')"
quá muộn,min,nan,apple,57,2025-10-22,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",1rT8AzuWBXNbB6BFrGmxYV,quamuon||min,"('quá muộn', 'min', 'nan')"
quên rồi khổ đau năm ấy,vicky nhung,đông thiên đức,zingmp3,32,2025-04-17,"vinahouse, v-pop, vietnamese lo-fi",28pdR27ksvbwEDuLy8pb4r,quenroikhodaunamay||vickynhung,"('quên rồi khổ đau năm ấy', 'nhung, vicky', 'thiên, đông, đức')"
quyền yếu đuối,miina,"rin9, dreamer","nct, zingmp3",49,2025-10-12,v-pop,5hxSgb5GRPvcjg06W4C3cF,quyenyeuduoi||miina,"('quyền yếu đuối', 'miina', 'dreamer, rin9')"
rơi tự do,em xinh say hi,lyhan,zingmp3,58,2025-08-18,v-pop,2xxneabRzrlVgHRv0HtHxl,roitudo||emxinhsayhi,"('rơi tự do', 'em, hi, say, xinh', 'lyhan')"
sad nhân,(s)trong,nan,zingmp3,45,2025-09-24,"v-pop, vietnam indie",2FqWfZLNHJTXMYZIB5U3rw,sadnhan||strong,"('sad nhân', 's, trong', 'nan')"
sài gòn hôm nay mưa,jsol,hoàng duyên,spotify,62,2021-05-29,"v-pop, vietnamese hip hop, vietnamese lo-fi",1xoadYaxtOp9gHDwgmPDuz,saigonhomnaymua||jsol,"('sài gòn hôm nay mưa', 'jsol', 'duyên, hoàng')"
sân ga đời anh,dương masterd,nan,zingmp3,0,2025-10-18,none,7Hq4Qu97GjkzDVY9IQEpgF,sangadoianh||duongmasterd,"('sân ga đời anh', 'dương, masterd', 'nan')"
sau cơn mưa,coolkid,rhyder,spotify,64,2023-07-28,"v-pop, vietnamese hip hop",4fj4Jn4nw8fGX8xdbCntJf,sauconmua||coolkid,"('sau cơn mưa', 'coolkid', 'rhyder')"
sau cơn suy,rhyder,nan,"nct, zingmp3",62,2025-09-18,"v-pop, vietnamese hip hop",3VFb1YDFdoS6vRYW9n0egd,sauconsuy||rhyder,"('sau cơn suy', 'rhyder', 'nan')"
sau ngần ấy năm,hà nhi,nan,zingmp3,50,2025-05-21,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",2k6iN3YG0R1uIWIhY4GsH9,saunganaynam||hanhi,"('sau ngần ấy năm', 'hà, nhi', 'nan')"
say một đời vì em,nguyên vũ,nan,zingmp3,32,2025-09-26,"v-pop, vinahouse",7BEPNEzZYMQp7I5XNrIMcY,saymotdoiviem||nguyenvu,"('say một đời vì em', 'nguyên, vũ', 'nan')"
simp gái 808,low g,nan,spotify,61,2023-10-18,"vietnamese hip hop, v-pop, vietnam indie",2ppLwHSMgDGEQ5c8o6nAX2,simpgai808||lowg,"('simp gái 808', 'g, low', 'nan')"
sinh ra đã là thứ đối lập nhau,emcee l,"da lab, badbies",spotify,65,2020-12-29,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",5BTzf3doGTigDIYUFtbkI9,sinhradalathudoilapnhau||emceel,"('sinh ra đã là thứ đối lập nhau', 'emcee, l', 'badbies, da, lab')"
sớm muộn thì,anh trai say hi,"hustlang robber, nhâm phương nam, mason nguyen, jaysonlei, khoi vu, lamoon","apple, nct, spotify, zingmp3",46,2025-11-10,"v-pop, vietnamese hip hop",4yy21UkGZ7gZEGbSERllpE,sommuonthi||anhtraisayhi,"('sớm muộn thì', 'anh, hi, say, trai', 'hustlang, jaysonlei, khoi, lamoon, mason, nam, nguyen, nhâm, phương, robber, vu')"
sự ưu tiên của em,lê gia bảo,nan,zingmp3,41,2025-03-27,"vinahouse, v-pop, vietnamese lo-fi, vietnam indie",4lMkHeFnrucJ1vRhWaPKlD,suuutiencuaem||legiabao,"('sự ưu tiên của em', 'bảo, gia, lê', 'nan')"
tạm bợ,miina,"zio.b, rin9, dreamer",zingmp3,27,2025-05-30,v-pop,00dggIDSzu0KPsK07wAGtZ,tambo||miina,"('tạm bợ', 'miina', 'b, dreamer, rin9, zio')"
tâm sự với đêm một mình,phùng khánh linh,nan,"apple, zingmp3",54,2025-10-18,"v-pop, vietnam indie",5JkQq7lTADn7UR4AzAQsnz,tamsuvoidemmotminh||phungkhanhlinh,"('tâm sự với đêm một mình', 'khánh, linh, phùng', 'nan')"
tâm trí lang thang,ánh sáng aza,negav,spotify,64,2025-05-15,v-pop,3W77mLoXjQEkNjxvYRifjG,tamtrilangthang||anhsangaza,"('tâm trí lang thang', 'aza, sáng, ánh', 'negav')"
text 07,w/n,267,zingmp3,57,2025-07-30,"v-pop, vietnamese lo-fi, vietnamese hip hop, vietnam indie",1cVc6XetpYuJRm4R1MhSW7,text07||wn,"('text 07', 'n, w', '267')"
thả anh ra,quang hùng masterd,hino,zingmp3,62,2025-08-16,"v-pop, vinahouse, vietnamese hip hop",01oJRNQrFwJu3jgGVo8K58,thaanhra||quanghungmasterd,"('thả anh ra', 'hùng, masterd, quang', 'hino')"
tham phú phụ bần,nguyễn vĩ,nan,zingmp3,41,2024-12-25,"vinahouse, vietnamese lo-fi, v-pop",3pKezs83huL6fTGrsVhfek,thamphuphuban||nguyenvi,"('tham phú phụ bần', 'nguyễn, vĩ', 'nan')"
thằng điên,justatee,phương ly,"apple, spotify",63,2022-07-11,"v-pop, vietnamese hip hop, vietnam indie",27Z9T0mSWHYWSj9SNOGvyt,thangdien||justatee,"('thằng điên', 'justatee', 'ly, phương')"
tháng năm,soobin,nan,"apple, spotify",65,2020-12-15,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0SmQ0UWeiHKQtxUej4Rem6,thangnam||soobin,"('tháng năm', 'soobin', 'nan')"
thanh xuân,da lab,nan,apple,61,2018-08-24,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",3b34161QoxLwsqhWSPy9i5,thanhxuan||dalab,"('thanh xuân', 'da, lab', 'nan')"
thanh xuân là anh,2t,"n.diên, shenlongz",zingmp3,51,2019-02-23,"vietnamese lo-fi, v-pop, vietnamese hip hop, vietnam indie",0NxqMsJHjk0EO77yNjAGDs,thanhxuanlaanh||2t,"('thanh xuân là anh', '2t', 'diên, n, shenlongz')"
thật không giống ai (from thà cô đơn),vicky nhung,nan,zingmp3,25,2025-11-05,"vinahouse, v-pop, vietnamese lo-fi",72iR6dKZlk5BMUhvOeE8Lp,thatkhonggiongaifromthacodon||vickynhung,"('thật không giống ai from thà cô đơn', 'nhung, vicky', 'nan')"
thấu tình,trung hiếu,nan,zingmp3,24,2025-10-04,none,1b91Vu4yC75Gs0m8AooXCo,thautinh||trunghieu,"('thấu tình', 'hiếu, trung', 'nan')"
the playah (special performance),soobin,nan,apple,51,2021-05-14,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",63qZf6349d3ngku9hrzLac,theplayahspecialperformance||soobin,"('the playah special performance', 'soobin', 'nan')"
thích quá rùi nà,tlinh,trung trần,spotify,62,2023-07-14,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4qJSUFwZFouto5VZUlln75,thichquaruina||tlinh,"('thích quá rùi nà', 'tlinh', 'trung, trần')"
thiệp hồng sai tên,nguyễn thành đạt,nan,"nct, zingmp3",27,2025-10-30,none,2CRh637uw03V8RkeovhcdF,thiephongsaiten||nguyenthanhdat,"('thiệp hồng sai tên', 'nguyễn, thành, đạt', 'nan')"
thiêu thân,anh trai say hi,"khoi vu, b ray, ryn lee, phạm đình thái ngân, bùi duy ngọc",zingmp3,57,2025-09-29,"v-pop, vietnamese hip hop",5o5ITFH6KuV6OrdTJqZ80A,thieuthan||anhtraisayhi,"('thiêu thân', 'anh, hi, say, trai', 'b, bùi, duy, khoi, lee, ngân, ngọc, phạm, ray, ryn, thái, vu, đình')"
thời thế thế thời,nguyễn vĩ,nan,zingmp3,29,2025-02-17,"vinahouse, vietnamese lo-fi, v-pop",16lFf9WIESyzL8W3GP4wCd,thoithethethoi||nguyenvi,"('thời thế thế thời', 'nguyễn, vĩ', 'nan')"
thức giấc,da lab,nan,spotify,64,2021-07-14,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",1MiJk3dXC5jzhvLFP0dUM7,thucgiac||dalab,"('thức giấc', 'da, lab', 'nan')"
thương,bích phương,nan,zingmp3,52,2025-10-23,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",64R6c49ljNaTEl7sGZxQ00,thuong||bichphuong,"('thương', 'bích, phương', 'nan')"
tiếc cho em,rhyder,nan,"spotify, zingmp3",66,2025-10-16,"v-pop, vietnamese hip hop",56LSZ1PFm7nOo734RfbEDo,tiecchoem||rhyder,"('tiếc cho em', 'rhyder', 'nan')"
tình nhân ơi,orange,binz,apple,46,2019-01-07,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",7KNVYQdx7arRoeEJi9C9IR,tinhnhanoi||orange,"('tình nhân ơi', 'orange', 'binz')"
tình yêu bất diệt,hồ việt trung,saka trương tuyền,zingmp3,30,2025-04-03,"vietnamese bolero, v-pop, vinahouse, vietnamese lo-fi, bolero",3Ut2FPcM4l3wGEjvpGmulk,tinhyeubatdiet||hoviettrung,"('tình yêu bất diệt', 'hồ, trung, việt', 'saka, trương, tuyền')"
tình yêu chậm trễ,monstar,nan,spotify,62,2021-08-01,"v-pop, vietnam indie",6jcLKVmEKAQIXIVHJZ8vzS,tinhyeuchamtre||monstar,"('tình yêu chậm trễ', 'monstar', 'nan')"
trái tim không có tội,châu khải phong,nan,zingmp3,27,2025-09-10,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero",6aET4QkbSqgaJsK1A7Nwnj,traitimkhongcotoi||chaukhaiphong,"('trái tim không có tội', 'châu, khải, phong', 'nan')"
trạm dừng chân,jack - j97,nan,zingmp3,52,2025-06-05,"v-pop, vinahouse",2LFIRb0QGk7fylgT70idKy,tramdungchan||jackj97,"('trạm dừng chân', '-, j97, jack', 'nan')"
tràn bộ nhớ,dương domic,nan,spotify,64,2024-11-22,"v-pop, vietnamese hip hop",0669gFIK8dYK9GGQ0K0QNF,tranbonho||duongdomic,"('tràn bộ nhớ', 'domic, dương', 'nan')"
trọn vẹn chính mình,hương giang,nguyễn văn chung,zingmp3,23,2025-11-07,"v-pop, vietnamese bolero",51jTXqdqEMoXsa73nqb05a,tronvenchinhminh||huonggiang,"('trọn vẹn chính mình', 'giang, hương', 'chung, nguyễn, văn')"
tự dưng thành người lạ,quốc thiên,nan,zingmp3,26,2025-10-29,"v-pop, vietnamese bolero",0Mys71ZrkIYW1q0Hok3oJW,tudungthanhnguoila||quocthien,"('tự dưng thành người lạ', 'quốc, thiên', 'nan')"
từng là,vũ cát tường,nan,spotify,61,2024-03-01,"v-pop, vietnam indie",2xOhv7XudrBDtkID1jwsFE,tungla||vucattuong,"('từng là', 'cát, tường, vũ', 'nan')"
từng ngày yêu em,buitruonglinh,nan,spotify,67,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",3Ids3RXurYBgySph53qWnB,tungngayyeuem||buitruonglinh,"('từng ngày yêu em', 'buitruonglinh', 'nan')"
từng quen,wren evans,itsnk,apple,56,2023-12-17,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",4qYfRfSxsmhJ1WMaywtLyI,tungquen||wrenevans,"('từng quen', 'evans, wren', 'itsnk')"
tưởng rằng sau cơn mưa,lê gia bảo,bmz,zingmp3,25,2025-06-25,"vinahouse, v-pop, vietnamese lo-fi, vietnam indie",303ASjpwoiTxGr35416OmR,tuongrangsauconmua||legiabao,"('tưởng rằng sau cơn mưa', 'bảo, gia, lê', 'bmz')"
ước anh nhiều nỗi buồn,charmy pham,nan,apple,23,2025-11-11,"v-pop, vinahouse",6zyZJEl43HJwmalzO1Lj1J,uocanhnhieunoibuon||charmypham,"('ước anh nhiều nỗi buồn', 'charmy, pham', 'nan')"
ước anh tan nát con tim,phùng khánh linh,nan,apple,54,2025-10-18,"v-pop, vietnam indie",7dDbzI8ZchvQbrTHrpOUAA,uocanhtannatcontim||phungkhanhlinh,"('ước anh tan nát con tim', 'khánh, linh, phùng', 'nan')"
ướt lòng,văn mai hương,nan,zingmp3,46,2025-07-29,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",6EkzQNe7SEAuFZbeo4Gf1S,uotlong||vanmaihuong,"('ướt lòng', 'hương, mai, văn', 'nan')"
vai chính tội nghiệp,an vũ,nan,zingmp3,15,2025-09-26,"v-pop, vinahouse, vietnamese lo-fi",0kfA0BRHpTswudSnnhOAXm,vaichinhtoinghiep||anvu,"('vai chính tội nghiệp', 'an, vũ', 'nan')"
vai lan don dua,soobin,nan,"apple, spotify",60,2017-01-27,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6hUpxEKFSjS8metuA1yxlf,vailandondua||soobin,"('vai lan don dua', 'soobin', 'nan')"
vaicaunoicokhiennguoithaydoi,grey d,tlinh,"apple, spotify",65,2022-06-20,"v-pop, vietnam indie, vietnamese hip hop",5PLjpBivzvuaIIqqkQgnRK,vaicaunoicokhiennguoithaydoi||greyd,"('vaicaunoicokhiennguoithaydoi', 'd, grey', 'tlinh')"
vạn vật như muốn ta bên nhau,rio,nan,spotify,67,2025-04-10,"v-pop, vietnam indie, vietnamese hip hop",5WkuMbkHX7yR7nnBKCn7tV,vanvatnhumuontabennhau||rio,"('vạn vật như muốn ta bên nhau', 'rio', 'nan')"
vật đổi sao dời,lyhan,nan,zingmp3,27,2025-11-11,v-pop,1Uxzka7zY7lHrWqiXtMPQN,vatdoisaodoi||lyhan,"('vật đổi sao dời', 'lyhan', 'nan')"
vet mua,vũ cát tường,nan,spotify,63,2014-01-01,"v-pop, vietnam indie",5cn5oHiXJTLiuthgbgfkMh,vetmua||vucattuong,"('vet mua', 'cát, tường, vũ', 'nan')"
vết thương,fishy,nan,"apple, spotify",66,2023-06-29,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",6mKMGpkgP2cH5gmqILWe7b,vetthuong||fishy,"('vết thương', 'fishy', 'nan')"
vì anh đâu có biết,madihu,vũ.,spotify,64,2022-08-04,"v-pop, vietnam indie, vietnamese hip hop",6VXVYATpQXEIoZ97NnWCmn,vianhdaucobiet||madihu,"('vì anh đâu có biết', 'madihu', 'vũ')"
viết tiếp câu chuyện hòa bình,nguyễn văn chung,tùng dương,zingmp3,48,2023-12-21,"v-pop, vinahouse, vietnamese bolero",4L0zBncAEvt5RLAI0IbTKs,viettiepcauchuyenhoabinh||nguyenvanchung,"('viết tiếp câu chuyện hòa bình', 'chung, nguyễn, văn', 'dương, tùng')"
vỗ tay,em xinh say hi,phương ly,zingmp3,55,2025-08-18,v-pop,4NLtxANI9YZgZbrZdOaSZJ,votay||emxinhsayhi,"('vỗ tay', 'em, hi, say, xinh', 'ly, phương')"
vòng xoay của ba chúng ta,thành đạt,nan,zingmp3,19,2025-09-26,"vinahouse, v-pop",2L8K5OZzBQf5Oxx7iHIiZG,vongxoaycuabachungta||thanhdat,"('vòng xoay của ba chúng ta', 'thành, đạt', 'nan')"
vũ trụ song song,lyhan,nan,zingmp3,27,2025-11-11,v-pop,5xhufZL7XF5TUlXCC8yFch,vutrusongsong||lyhan,"('vũ trụ song song', 'lyhan', 'nan')"
vừa lòng nhau chưa,thành đạt,"dickson, lê chí trung",zingmp3,21,2025-08-06,"vinahouse, v-pop",1f9ysIXLURcvP6eTnHsgXu,vualongnhauchua||thanhdat,"('vừa lòng nhau chưa', 'thành, đạt', 'chí, dickson, lê, trung')"
vực thẳm của bình yên,jack - j97,nan,zingmp3,53,2025-06-26,"v-pop, vinahouse",6O7qAKr3OBNcQVSRMs0USA,vucthamcuabinhyen||jackj97,"('vực thẳm của bình yên', '-, j97, jack', 'nan')"
vùng an toàn,b ray,v#,"apple, spotify",63,2025-07-08,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",6Zoi4ue74UdUeYmHXItXnf,vungantoan||bray,"('vùng an toàn', 'b, ray', 'v#')"
wrong times,puppy,dangrangto,"apple, nct, spotify",68,2023-05-17,"v-pop, vietnamese hip hop",3uT8QfoX0BE8ZJa4h98LDW,wrongtimes||puppy,"('wrong times', 'puppy', 'dangrangto')"
xa em,thanh hưng,nan,zingmp3,33,2025-06-06,"v-pop, vinahouse",37zRN1vtKBGw5KD3pP4VmR,xaem||thanhhung,"('xa em', 'hưng, thanh', 'nan')"
xin đừng lặng im,soobin,nan,spotify,62,2025-02-13,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4CVxKSRLUxqUuj2z9vn4fS,xindunglangim||soobin,"('xin đừng lặng im', 'soobin', 'nan')"
xin lỗi vì đã xuất hiện,thanh hưng,nan,zingmp3,43,2025-10-19,"v-pop, vinahouse",1yeHV8EVa4BgrXy6bYQuT3,xinloividaxuathien||thanhhung,"('xin lỗi vì đã xuất hiện', 'hưng, thanh', 'nan')"
yêu 5,rhymastic,nan,apple,60,2017-01-01,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5U30iZBlmxkpHqzb1OSnBS,yeu5||rhymastic,"('yêu 5', 'rhymastic', 'nan')"
yêu rồi để đó,đàm vĩnh hưng,nan,zingmp3,33,2025-05-28,"vietnamese bolero, bolero, v-pop, vinahouse",65kpTC4uDN8jbbkEHgAqdk,yeuroidedo||damvinhhung,"('yêu rồi để đó', 'hưng, vĩnh, đàm', 'nan')"
yêu thật lòng đâu dễ quên,the men,nan,zingmp3,32,2025-08-19,"v-pop, vinahouse, vietnamese bolero",3vbTwb2UUQivQtu1rAq1zu,yeuthatlongdaudequen||themen,"('yêu thật lòng đâu dễ quên', 'men, the', 'nan')"
